week,meantemp,begin_date,week_year,week_inyear
15373,18.16,1991-08-15,33-1991,33
15374,18.16,1991-08-22,34-1991,34
15375,15.08,1991-09-01,35-1991,35
15376,15.08,1991-09-08,36-1991,36
15377,15.08,1991-09-15,37-1991,37
15378,15.08,1991-09-22,38-1991,38
15379,15.08,1991-09-29,39-1991,39
15380,8.48,1991-10-01,40-1991,40
15381,8.48,1991-10-08,41-1991,41
15382,8.48,1991-10-15,42-1991,42
15383,8.48,1991-10-22,43-1991,43
15384,4.44,1991-11-01,44-1991,44
15385,4.44,1991-11-08,45-1991,45
15386,4.44,1991-11-15,46-1991,46
15387,4.44,1991-11-22,47-1991,47
15388,1.46,1991-12-01,48-1991,48
15389,1.46,1991-12-08,49-1991,49
15390,1.46,1991-12-15,50-1991,50
15391,1.46,1991-12-22,51-1991,51
15392,1.46,1991-12-29,52-1991,52
15393,1.7,1992-01-01,1-1992,1
15394,1.7,1992-01-08,2-1992,2
15395,1.7,1992-01-15,3-1992,3
15396,1.7,1992-01-22,4-1992,4
15397,3.71,1992-02-01,5-1992,5
15398,3.71,1992-02-08,6-1992,6
15399,3.71,1992-02-15,7-1992,7
15400,3.71,1992-02-22,8-1992,8
15401,5.4,1992-03-01,9-1992,9
15402,5.4,1992-03-08,10-1992,10
15403,5.4,1992-03-15,11-1992,11
15404,5.4,1992-03-22,12-1992,12
15405,5.4,1992-03-29,13-1992,13
15406,8.54,1992-04-01,14-1992,14
15407,8.54,1992-04-08,15-1992,15
15408,8.54,1992-04-15,16-1992,16
15409,8.54,1992-04-22,17-1992,17
15410,14.94,1992-05-01,18-1992,18
15411,14.94,1992-05-08,19-1992,19
15412,14.94,1992-05-15,20-1992,20
15413,14.94,1992-05-22,21-1992,21
15414,17.59,1992-06-01,22-1992,22
15415,17.59,1992-06-08,23-1992,23
15416,17.59,1992-06-15,24-1992,24
15417,17.59,1992-06-22,25-1992,25
15418,17.59,1992-06-29,26-1992,26
15419,18.84,1992-07-01,27-1992,27
15420,18.84,1992-07-08,28-1992,28
15421,18.84,1992-07-15,29-1992,29
15422,18.84,1992-07-22,30-1992,30
15423,19.4,1992-08-01,31-1992,31
15424,19.4,1992-08-08,32-1992,32
15425,19.4,1992-08-15,33-1992,33
15426,19.4,1992-08-22,34-1992,34
15427,13.82,1992-09-01,35-1992,35
15428,13.82,1992-09-08,36-1992,36
15429,13.82,1992-09-15,37-1992,37
15430,13.82,1992-09-22,38-1992,38
15431,13.82,1992-09-29,39-1992,39
15432,6.76,1992-10-01,40-1992,40
15433,6.76,1992-10-08,41-1992,41
15434,6.76,1992-10-15,42-1992,42
15435,6.76,1992-10-22,43-1992,43
15436,6.3,1992-11-01,44-1992,44
15437,6.3,1992-11-08,45-1992,45
15438,6.3,1992-11-15,46-1992,46
15439,6.3,1992-11-22,47-1992,47
15440,1.82,1992-12-01,48-1992,48
15441,1.82,1992-12-08,49-1992,49
15442,1.82,1992-12-15,50-1992,50
15443,1.82,1992-12-22,51-1992,51
15444,1.82,1992-12-29,52-1992,52
15445,2.63,1993-01-01,1-1993,1
15446,2.63,1993-01-08,2-1993,2
15447,2.63,1993-01-15,3-1993,3
15448,2.63,1993-01-22,4-1993,4
15449,-1.07,1993-02-01,5-1993,5
15450,-1.07,1993-02-08,6-1993,6
15451,-1.07,1993-02-15,7-1993,7
15452,-1.07,1993-02-22,8-1993,8
15453,4.53,1993-03-01,9-1993,9
15454,4.53,1993-03-08,10-1993,10
15455,4.53,1993-03-15,11-1993,11
15456,4.53,1993-03-22,12-1993,12
15457,11.79,1993-04-01,13-1993,13
15458,11.79,1993-04-08,14-1993,14
15459,11.79,1993-04-15,15-1993,15
15460,11.79,1993-04-22,16-1993,16
15461,11.79,1993-04-29,17-1993,17
15462,15.16,1993-05-01,18-1993,18
15463,15.16,1993-05-08,19-1993,19
15464,15.16,1993-05-15,20-1993,20
15465,15.16,1993-05-22,21-1993,21
15466,16.24,1993-06-01,22-1993,22
15467,16.24,1993-06-08,23-1993,23
15468,16.24,1993-06-15,24-1993,24
15469,16.24,1993-06-22,25-1993,25
15470,16.55,1993-07-01,26-1993,26
15471,16.55,1993-07-08,27-1993,27
15472,16.55,1993-07-15,28-1993,28
15473,16.55,1993-07-22,29-1993,29
15474,16.55,1993-07-29,30-1993,30
15475,15.66,1993-08-01,31-1993,31
15476,15.66,1993-08-08,32-1993,32
15477,15.66,1993-08-15,33-1993,33
15478,15.66,1993-08-22,34-1993,34
15479,12.25,1993-09-01,35-1993,35
15480,12.25,1993-09-08,36-1993,36
15481,12.25,1993-09-15,37-1993,37
15482,12.25,1993-09-22,38-1993,38
15483,12.25,1993-09-29,39-1993,39
15484,8.17,1993-10-01,40-1993,40
15485,8.17,1993-10-08,41-1993,41
15486,8.17,1993-10-15,42-1993,42
15487,8.17,1993-10-22,43-1993,43
15488,0.69,1993-11-01,44-1993,44
15489,0.69,1993-11-08,45-1993,45
15490,0.69,1993-11-15,46-1993,46
15491,0.69,1993-11-22,47-1993,47
15492,3.8,1993-12-01,48-1993,48
15493,3.8,1993-12-08,49-1993,49
15494,3.8,1993-12-15,50-1993,50
15495,3.8,1993-12-22,51-1993,51
15496,3.8,1993-12-29,52-1993,52
15497,3.66,1994-01-01,1-1994,1
15498,3.66,1994-01-08,2-1994,2
15499,3.66,1994-01-15,3-1994,3
15500,3.66,1994-01-22,4-1994,4
15501,-0.43,1994-02-01,5-1994,5
15502,-0.43,1994-02-08,6-1994,6
15503,-0.43,1994-02-15,7-1994,7
15504,-0.43,1994-02-22,8-1994,8
15505,6.68,1994-03-01,9-1994,9
15506,6.68,1994-03-08,10-1994,10
15507,6.68,1994-03-15,11-1994,11
15508,6.68,1994-03-22,12-1994,12
15509,8.52,1994-04-01,13-1994,13
15510,8.52,1994-04-08,14-1994,14
15511,8.52,1994-04-15,15-1994,15
15512,8.52,1994-04-22,16-1994,16
15513,8.52,1994-04-29,17-1994,17
15514,12.6,1994-05-01,18-1994,18
15515,12.6,1994-05-08,19-1994,19
15516,12.6,1994-05-15,20-1994,20
15517,12.6,1994-05-22,21-1994,21
15518,15.9,1994-06-01,22-1994,22
15519,15.9,1994-06-08,23-1994,23
15520,15.9,1994-06-15,24-1994,24
15521,15.9,1994-06-22,25-1994,25
15522,20.15,1994-07-01,26-1994,26
15523,20.15,1994-07-08,27-1994,27
15524,20.15,1994-07-15,28-1994,28
15525,20.15,1994-07-22,29-1994,29
15526,20.15,1994-07-29,30-1994,30
15527,17.37,1994-08-01,31-1994,31
15528,17.37,1994-08-08,32-1994,32
15529,17.37,1994-08-15,33-1994,33
15530,17.37,1994-08-22,34-1994,34
15531,13.29,1994-09-01,35-1994,35
15532,13.29,1994-09-08,36-1994,36
15533,13.29,1994-09-15,37-1994,37
15534,13.29,1994-09-22,38-1994,38
15535,13.29,1994-09-29,39-1994,39
15536,7.73,1994-10-01,40-1994,40
15537,7.73,1994-10-08,41-1994,41
15538,7.73,1994-10-15,42-1994,42
15539,7.73,1994-10-22,43-1994,43
15540,7.24,1994-11-01,44-1994,44
15541,7.24,1994-11-08,45-1994,45
15542,7.24,1994-11-15,46-1994,46
15543,7.24,1994-11-22,47-1994,47
15544,4.53,1994-12-01,48-1994,48
15545,4.53,1994-12-08,49-1994,49
15546,4.53,1994-12-15,50-1994,50
15547,4.53,1994-12-22,51-1994,51
15548,4.53,1994-12-29,52-1994,52
15549,0.4,1995-01-01,1-1995,1
15550,0.4,1995-01-08,2-1995,2
15551,0.4,1995-01-15,3-1995,3
15552,0.4,1995-01-22,4-1995,4
15553,5.34,1995-02-01,5-1995,5
15554,5.34,1995-02-08,6-1995,6
15555,5.34,1995-02-15,7-1995,7
15556,5.34,1995-02-22,8-1995,8
15557,3.3,1995-03-01,9-1995,9
15558,3.3,1995-03-08,10-1995,10
15559,3.3,1995-03-15,11-1995,11
15560,3.3,1995-03-22,12-1995,12
15561,8.77,1995-04-01,13-1995,13
15562,8.77,1995-04-08,14-1995,14
15563,8.77,1995-04-15,15-1995,15
15564,8.77,1995-04-22,16-1995,16
15565,8.77,1995-04-29,17-1995,17
15566,11.54,1995-05-01,18-1995,18
15567,11.54,1995-05-08,19-1995,19
15568,11.54,1995-05-15,20-1995,20
15569,11.54,1995-05-22,21-1995,21
15570,13.8,1995-06-01,22-1995,22
15571,13.8,1995-06-08,23-1995,23
15572,13.8,1995-06-15,24-1995,24
15573,13.8,1995-06-22,25-1995,25
15574,19.24,1995-07-01,26-1995,26
15575,19.24,1995-07-08,27-1995,27
15576,19.24,1995-07-15,28-1995,28
15577,19.24,1995-07-22,29-1995,29
15578,19.24,1995-07-29,30-1995,30
15579,17.98,1995-08-01,31-1995,31
15580,17.98,1995-08-08,32-1995,32
15581,17.98,1995-08-15,33-1995,33
15582,17.98,1995-08-22,34-1995,34
15583,13.23,1995-09-01,35-1995,35
15584,13.23,1995-09-08,36-1995,36
15585,13.23,1995-09-15,37-1995,37
15586,13.23,1995-09-22,38-1995,38
15587,13.23,1995-09-29,39-1995,39
15588,12.1,1995-10-01,40-1995,40
15589,12.1,1995-10-08,41-1995,41
15590,12.1,1995-10-15,42-1995,42
15591,12.1,1995-10-22,43-1995,43
15592,3.62,1995-11-01,44-1995,44
15593,3.62,1995-11-08,45-1995,45
15594,3.62,1995-11-15,46-1995,46
15595,3.62,1995-11-22,47-1995,47
15596,-1.79,1995-12-01,48-1995,48
15597,-1.79,1995-12-08,49-1995,49
15598,-1.79,1995-12-15,50-1995,50
15599,-1.79,1995-12-22,51-1995,51
15600,-1.79,1995-12-29,52-1995,52
15601,-3.08,1996-01-01,1-1996,1
15602,-3.08,1996-01-08,2-1996,2
15603,-3.08,1996-01-15,3-1996,3
15604,-3.08,1996-01-22,4-1996,4
15605,-1.57,1996-02-01,5-1996,5
15606,-1.57,1996-02-08,6-1996,6
15607,-1.57,1996-02-15,7-1996,7
15608,-1.57,1996-02-22,8-1996,8
15609,1.46,1996-03-01,9-1996,9
15610,1.46,1996-03-08,10-1996,10
15611,1.46,1996-03-15,11-1996,11
15612,1.46,1996-03-22,12-1996,12
15613,1.46,1996-03-29,13-1996,13
15614,8.18,1996-04-01,14-1996,14
15615,8.18,1996-04-08,15-1996,15
15616,8.18,1996-04-15,16-1996,16
15617,8.18,1996-04-22,17-1996,17
15618,11.14,1996-05-01,18-1996,18
15619,11.14,1996-05-08,19-1996,19
15620,11.14,1996-05-15,20-1996,20
15621,11.14,1996-05-22,21-1996,21
15622,14.7,1996-06-01,22-1996,22
15623,14.7,1996-06-08,23-1996,23
15624,14.7,1996-06-15,24-1996,24
15625,14.7,1996-06-22,25-1996,25
15626,14.7,1996-06-29,26-1996,26
15627,15.22,1996-07-01,27-1996,27
15628,15.22,1996-07-08,28-1996,28
15629,15.22,1996-07-15,29-1996,29
15630,15.22,1996-07-22,30-1996,30
15631,16.89,1996-08-01,31-1996,31
15632,16.89,1996-08-08,32-1996,32
15633,16.89,1996-08-15,33-1996,33
15634,16.89,1996-08-22,34-1996,34
15635,10.97,1996-09-01,35-1996,35
15636,10.97,1996-09-08,36-1996,36
15637,10.97,1996-09-15,37-1996,37
15638,10.97,1996-09-22,38-1996,38
15639,10.97,1996-09-29,39-1996,39
15640,9.41,1996-10-01,40-1996,40
15641,9.41,1996-10-08,41-1996,41
15642,9.41,1996-10-15,42-1996,42
15643,9.41,1996-10-22,43-1996,43
15644,5.05,1996-11-01,44-1996,44
15645,5.05,1996-11-08,45-1996,45
15646,5.05,1996-11-15,46-1996,46
15647,5.05,1996-11-22,47-1996,47
15648,-2.73,1996-12-01,48-1996,48
15649,-2.73,1996-12-08,49-1996,49
15650,-2.73,1996-12-15,50-1996,50
15651,-2.73,1996-12-22,51-1996,51
15652,-2.73,1996-12-29,52-1996,52
15653,-2.9,1997-01-01,1-1997,1
15654,-2.9,1997-01-08,2-1997,2
15655,-2.9,1997-01-15,3-1997,3
15656,-2.9,1997-01-22,4-1997,4
15657,4.91,1997-02-01,5-1997,5
15658,4.91,1997-02-08,6-1997,6
15659,4.91,1997-02-15,7-1997,7
15660,4.91,1997-02-22,8-1997,8
15661,6.25,1997-03-01,9-1997,9
15662,6.25,1997-03-08,10-1997,10
15663,6.25,1997-03-15,11-1997,11
15664,6.25,1997-03-22,12-1997,12
15665,6.19,1997-04-01,13-1997,13
15666,6.19,1997-04-08,14-1997,14
15667,6.19,1997-04-15,15-1997,15
15668,6.19,1997-04-22,16-1997,16
15669,6.19,1997-04-29,17-1997,17
15670,12.36,1997-05-01,18-1997,18
15671,12.36,1997-05-08,19-1997,19
15672,12.36,1997-05-15,20-1997,20
15673,12.36,1997-05-22,21-1997,21
15674,15.16,1997-06-01,22-1997,22
15675,15.16,1997-06-08,23-1997,23
15676,15.16,1997-06-15,24-1997,24
15677,15.16,1997-06-22,25-1997,25
15678,16.65,1997-07-01,26-1997,26
15679,16.65,1997-07-08,27-1997,27
15680,16.65,1997-07-15,28-1997,28
15681,16.65,1997-07-22,29-1997,29
15682,16.65,1997-07-29,30-1997,30
15683,19.77,1997-08-01,31-1997,31
15684,19.77,1997-08-08,32-1997,32
15685,19.77,1997-08-15,33-1997,33
15686,19.77,1997-08-22,34-1997,34
15687,13.51,1997-09-01,35-1997,35
15688,13.51,1997-09-08,36-1997,36
15689,13.51,1997-09-15,37-1997,37
15690,13.51,1997-09-22,38-1997,38
15691,13.51,1997-09-29,39-1997,39
15692,7.83,1997-10-01,40-1997,40
15693,7.83,1997-10-08,41-1997,41
15694,7.83,1997-10-15,42-1997,42
15695,7.83,1997-10-22,43-1997,43
15696,4.8,1997-11-01,44-1997,44
15697,4.8,1997-11-08,45-1997,45
15698,4.8,1997-11-15,46-1997,46
15699,4.8,1997-11-22,47-1997,47
15700,2.64,1997-12-01,48-1997,48
15701,2.64,1997-12-08,49-1997,49
15702,2.64,1997-12-15,50-1997,50
15703,2.64,1997-12-22,51-1997,51
15704,2.64,1997-12-29,52-1997,52
15705,2.88,1998-01-01,1-1998,1
15706,2.88,1998-01-08,2-1998,2
15707,2.88,1998-01-15,3-1998,3
15708,2.88,1998-01-22,4-1998,4
15709,5.17,1998-02-01,5-1998,5
15710,5.17,1998-02-08,6-1998,6
15711,5.17,1998-02-15,7-1998,7
15712,5.17,1998-02-22,8-1998,8
15713,5.62,1998-03-01,9-1998,9
15714,5.62,1998-03-08,10-1998,10
15715,5.62,1998-03-15,11-1998,11
15716,5.62,1998-03-22,12-1998,12
15717,9.13,1998-04-01,13-1998,13
15718,9.13,1998-04-08,14-1998,14
15719,9.13,1998-04-15,15-1998,15
15720,9.13,1998-04-22,16-1998,16
15721,9.13,1998-04-29,17-1998,17
15722,13.71,1998-05-01,18-1998,18
15723,13.71,1998-05-08,19-1998,19
15724,13.71,1998-05-15,20-1998,20
15725,13.71,1998-05-22,21-1998,21
15726,15.89,1998-06-01,22-1998,22
15727,15.89,1998-06-08,23-1998,23
15728,15.89,1998-06-15,24-1998,24
15729,15.89,1998-06-22,25-1998,25
15730,15.74,1998-07-01,26-1998,26
15731,15.74,1998-07-08,27-1998,27
15732,15.74,1998-07-15,28-1998,28
15733,15.74,1998-07-22,29-1998,29
15734,15.74,1998-07-29,30-1998,30
15735,16.05,1998-08-01,31-1998,31
15736,16.05,1998-08-08,32-1998,32
15737,16.05,1998-08-15,33-1998,33
15738,16.05,1998-08-22,34-1998,34
15739,13.68,1998-09-01,35-1998,35
15740,13.68,1998-09-08,36-1998,36
15741,13.68,1998-09-15,37-1998,37
15742,13.68,1998-09-22,38-1998,38
15743,13.68,1998-09-29,39-1998,39
15744,8.8,1998-10-01,40-1998,40
15745,8.8,1998-10-08,41-1998,41
15746,8.8,1998-10-15,42-1998,42
15747,8.8,1998-10-22,43-1998,43
15748,2.18,1998-11-01,44-1998,44
15749,2.18,1998-11-08,45-1998,45
15750,2.18,1998-11-15,46-1998,46
15751,2.18,1998-11-22,47-1998,47
15752,1.51,1998-12-01,48-1998,48
15753,1.51,1998-12-08,49-1998,49
15754,1.51,1998-12-15,50-1998,50
15755,1.51,1998-12-22,51-1998,51
15756,1.51,1998-12-29,52-1998,52
15757,3.82,1999-01-01,1-1999,1
15758,3.82,1999-01-08,2-1999,2
15759,3.82,1999-01-15,3-1999,3
15760,3.82,1999-01-22,4-1999,4
15761,0.79,1999-02-01,5-1999,5
15762,0.79,1999-02-08,6-1999,6
15763,0.79,1999-02-15,7-1999,7
15764,0.79,1999-02-22,8-1999,8
15765,6.02,1999-03-01,9-1999,9
15766,6.02,1999-03-08,10-1999,10
15767,6.02,1999-03-15,11-1999,11
15768,6.02,1999-03-22,12-1999,12
15769,9.04,1999-04-01,13-1999,13
15770,9.04,1999-04-08,14-1999,14
15771,9.04,1999-04-15,15-1999,15
15772,9.04,1999-04-22,16-1999,16
15773,9.04,1999-04-29,17-1999,17
15774,13.73,1999-05-01,18-1999,18
15775,13.73,1999-05-08,19-1999,19
15776,13.73,1999-05-15,20-1999,20
15777,13.73,1999-05-22,21-1999,21
15778,14.96,1999-06-01,22-1999,22
15779,14.96,1999-06-08,23-1999,23
15780,14.96,1999-06-15,24-1999,24
15781,14.96,1999-06-22,25-1999,25
15782,18.44,1999-07-01,26-1999,26
15783,18.44,1999-07-08,27-1999,27
15784,18.44,1999-07-15,28-1999,28
15785,18.44,1999-07-22,29-1999,29
15786,18.44,1999-07-29,30-1999,30
15787,16.49,1999-08-01,31-1999,31
15788,16.49,1999-08-08,32-1999,32
15789,16.49,1999-08-15,33-1999,33
15790,16.49,1999-08-22,34-1999,34
15791,16.87,1999-09-01,35-1999,35
15792,16.87,1999-09-08,36-1999,36
15793,16.87,1999-09-15,37-1999,37
15794,16.87,1999-09-22,38-1999,38
15795,16.87,1999-09-29,39-1999,39
15796,9.27,1999-10-01,40-1999,40
15797,9.27,1999-10-08,41-1999,41
15798,9.27,1999-10-15,42-1999,42
15799,9.27,1999-10-22,43-1999,43
15800,4.14,1999-11-01,44-1999,44
15801,4.14,1999-11-08,45-1999,45
15802,4.14,1999-11-15,46-1999,46
15803,4.14,1999-11-22,47-1999,47
15804,3.18,1999-12-01,48-1999,48
15805,3.18,1999-12-08,49-1999,49
15806,3.18,1999-12-15,50-1999,50
15807,3.18,1999-12-22,51-1999,51
15808,3.18,1999-12-29,52-1999,52
15809,2.04,2000-01-01,1-2000,1
15810,2.04,2000-01-08,2-2000,2
15811,2.04,2000-01-15,3-2000,3
15812,2.04,2000-01-22,4-2000,4
15813,4.5,2000-02-01,5-2000,5
15814,4.5,2000-02-08,6-2000,6
15815,4.5,2000-02-15,7-2000,7
15816,4.5,2000-02-22,8-2000,8
15817,6,2000-03-01,9-2000,9
15818,6,2000-03-08,10-2000,10
15819,6,2000-03-15,11-2000,11
15820,6,2000-03-22,12-2000,12
15821,6,2000-03-29,13-2000,13
15822,10.45,2000-04-01,14-2000,14
15823,10.45,2000-04-08,15-2000,15
15824,10.45,2000-04-15,16-2000,16
15825,10.45,2000-04-22,17-2000,17
15826,14.05,2000-05-01,18-2000,18
15827,14.05,2000-05-08,19-2000,19
15828,14.05,2000-05-15,20-2000,20
15829,14.05,2000-05-22,21-2000,21
15830,15.98,2000-06-01,22-2000,22
15831,15.98,2000-06-08,23-2000,23
15832,15.98,2000-06-15,24-2000,24
15833,15.98,2000-06-22,25-2000,25
15834,15.98,2000-06-29,26-2000,26
15835,14.93,2000-07-01,27-2000,27
15836,14.93,2000-07-08,28-2000,28
15837,14.93,2000-07-15,29-2000,29
15838,14.93,2000-07-22,30-2000,30
15839,17.45,2000-08-01,31-2000,31
15840,17.45,2000-08-08,32-2000,32
15841,17.45,2000-08-15,33-2000,33
15842,17.45,2000-08-22,34-2000,34
15843,14.45,2000-09-01,35-2000,35
15844,14.45,2000-09-08,36-2000,36
15845,14.45,2000-09-15,37-2000,37
15846,14.45,2000-09-22,38-2000,38
15847,14.45,2000-09-29,39-2000,39
15848,10.8,2000-10-01,40-2000,40
15849,10.8,2000-10-08,41-2000,41
15850,10.8,2000-10-15,42-2000,42
15851,10.8,2000-10-22,43-2000,43
15852,6.81,2000-11-01,44-2000,44
15853,6.81,2000-11-08,45-2000,45
15854,6.81,2000-11-15,46-2000,46
15855,6.81,2000-11-22,47-2000,47
15856,3.58,2000-12-01,48-2000,48
15857,3.58,2000-12-08,49-2000,49
15858,3.58,2000-12-15,50-2000,50
15859,3.58,2000-12-22,51-2000,51
15860,3.58,2000-12-29,52-2000,52
15861,1.23,2001-01-01,1-2001,1
15862,1.23,2001-01-08,2-2001,2
15863,1.23,2001-01-15,3-2001,3
15864,1.23,2001-01-22,4-2001,4
15865,2.78,2001-02-01,5-2001,5
15866,2.78,2001-02-08,6-2001,6
15867,2.78,2001-02-15,7-2001,7
15868,2.78,2001-02-22,8-2001,8
15869,4.19,2001-03-01,9-2001,9
15870,4.19,2001-03-08,10-2001,10
15871,4.19,2001-03-15,11-2001,11
15872,4.19,2001-03-22,12-2001,12
15873,7.42,2001-04-01,13-2001,13
15874,7.42,2001-04-08,14-2001,14
15875,7.42,2001-04-15,15-2001,15
15876,7.42,2001-04-22,16-2001,16
15877,7.42,2001-04-29,17-2001,17
15878,13.57,2001-05-01,18-2001,18
15879,13.57,2001-05-08,19-2001,19
15880,13.57,2001-05-15,20-2001,20
15881,13.57,2001-05-22,21-2001,21
15882,13.94,2001-06-01,22-2001,22
15883,13.94,2001-06-08,23-2001,23
15884,13.94,2001-06-15,24-2001,24
15885,13.94,2001-06-22,25-2001,25
15886,18.36,2001-07-01,26-2001,26
15887,18.36,2001-07-08,27-2001,27
15888,18.36,2001-07-15,28-2001,28
15889,18.36,2001-07-22,29-2001,29
15890,18.36,2001-07-29,30-2001,30
15891,18.98,2001-08-01,31-2001,31
15892,18.98,2001-08-08,32-2001,32
15893,18.98,2001-08-15,33-2001,33
15894,18.98,2001-08-22,34-2001,34
15895,12.28,2001-09-01,35-2001,35
15896,12.28,2001-09-08,36-2001,36
15897,12.28,2001-09-15,37-2001,37
15898,12.28,2001-09-22,38-2001,38
15899,12.28,2001-09-29,39-2001,39
15900,12.74,2001-10-01,40-2001,40
15901,12.74,2001-10-08,41-2001,41
15902,12.74,2001-10-15,42-2001,42
15903,12.74,2001-10-22,43-2001,43
15904,4.76,2001-11-01,44-2001,44
15905,4.76,2001-11-08,45-2001,45
15906,4.76,2001-11-15,46-2001,46
15907,4.76,2001-11-22,47-2001,47
15908,0.53,2001-12-01,48-2001,48
15909,0.53,2001-12-08,49-2001,49
15910,0.53,2001-12-15,50-2001,50
15911,0.53,2001-12-22,51-2001,51
15912,0.53,2001-12-29,52-2001,52
15913,1.53,2002-01-01,1-2002,1
15914,1.53,2002-01-08,2-2002,2
15915,1.53,2002-01-15,3-2002,3
15916,1.53,2002-01-22,4-2002,4
15917,5.79,2002-02-01,5-2002,5
15918,5.79,2002-02-08,6-2002,6
15919,5.79,2002-02-15,7-2002,7
15920,5.79,2002-02-22,8-2002,8
15921,5.43,2002-03-01,9-2002,9
15922,5.43,2002-03-08,10-2002,10
15923,5.43,2002-03-15,11-2002,11
15924,5.43,2002-03-22,12-2002,12
15925,7.78,2002-04-01,13-2002,13
15926,7.78,2002-04-08,14-2002,14
15927,7.78,2002-04-15,15-2002,15
15928,7.78,2002-04-22,16-2002,16
15929,7.78,2002-04-29,17-2002,17
15930,13.57,2002-05-01,18-2002,18
15931,13.57,2002-05-08,19-2002,19
15932,13.57,2002-05-15,20-2002,20
15933,13.57,2002-05-22,21-2002,21
15934,16.74,2002-06-01,22-2002,22
15935,16.74,2002-06-08,23-2002,23
15936,16.74,2002-06-15,24-2002,24
15937,16.74,2002-06-22,25-2002,25
15938,17.26,2002-07-01,26-2002,26
15939,17.26,2002-07-08,27-2002,27
15940,17.26,2002-07-15,28-2002,28
15941,17.26,2002-07-22,29-2002,29
15942,17.26,2002-07-29,30-2002,30
15943,18.96,2002-08-01,31-2002,31
15944,18.96,2002-08-08,32-2002,32
15945,18.96,2002-08-15,33-2002,33
15946,18.96,2002-08-22,34-2002,34
15947,12.85,2002-09-01,35-2002,35
15948,12.85,2002-09-08,36-2002,36
15949,12.85,2002-09-15,37-2002,37
15950,12.85,2002-09-22,38-2002,38
15951,12.85,2002-09-29,39-2002,39
15952,8.39,2002-10-01,40-2002,40
15953,8.39,2002-10-08,41-2002,41
15954,8.39,2002-10-15,42-2002,42
15955,8.39,2002-10-22,43-2002,43
15956,6.05,2002-11-01,44-2002,44
15957,6.05,2002-11-08,45-2002,45
15958,6.05,2002-11-15,46-2002,46
15959,6.05,2002-11-22,47-2002,47
15960,0.29,2002-12-01,48-2002,48
15961,0.29,2002-12-08,49-2002,49
15962,0.29,2002-12-15,50-2002,50
15963,0.29,2002-12-22,51-2002,51
15964,0.29,2002-12-29,52-2002,52
15965,0.5,2003-01-01,1-2003,1
15966,0.5,2003-01-08,2-2003,2
15967,0.5,2003-01-15,3-2003,3
15968,0.5,2003-01-22,4-2003,4
15969,-1.61,2003-02-01,5-2003,5
15970,-1.61,2003-02-08,6-2003,6
15971,-1.61,2003-02-15,7-2003,7
15972,-1.61,2003-02-22,8-2003,8
15973,5.72,2003-03-01,9-2003,9
15974,5.72,2003-03-08,10-2003,10
15975,5.72,2003-03-15,11-2003,11
15976,5.72,2003-03-22,12-2003,12
15977,8.48,2003-04-01,13-2003,13
15978,8.48,2003-04-08,14-2003,14
15979,8.48,2003-04-15,15-2003,15
15980,8.48,2003-04-22,16-2003,16
15981,8.48,2003-04-29,17-2003,17
15982,13.95,2003-05-01,18-2003,18
15983,13.95,2003-05-08,19-2003,19
15984,13.95,2003-05-15,20-2003,20
15985,13.95,2003-05-22,21-2003,21
15986,18.13,2003-06-01,22-2003,22
15987,18.13,2003-06-08,23-2003,23
15988,18.13,2003-06-15,24-2003,24
15989,18.13,2003-06-22,25-2003,25
15990,18.7,2003-07-01,26-2003,26
15991,18.7,2003-07-08,27-2003,27
15992,18.7,2003-07-15,28-2003,28
15993,18.7,2003-07-22,29-2003,29
15994,18.7,2003-07-29,30-2003,30
15995,20.33,2003-08-01,31-2003,31
15996,20.33,2003-08-08,32-2003,32
15997,20.33,2003-08-15,33-2003,33
15998,20.33,2003-08-22,34-2003,34
15999,13.51,2003-09-01,35-2003,35
16000,13.51,2003-09-08,36-2003,36
16001,13.51,2003-09-15,37-2003,37
16002,13.51,2003-09-22,38-2003,38
16003,13.51,2003-09-29,39-2003,39
16004,5.71,2003-10-01,40-2003,40
16005,5.71,2003-10-08,41-2003,41
16006,5.71,2003-10-15,42-2003,42
16007,5.71,2003-10-22,43-2003,43
16008,6.98,2003-11-01,44-2003,44
16009,6.98,2003-11-08,45-2003,45
16010,6.98,2003-11-15,46-2003,46
16011,6.98,2003-11-22,47-2003,47
16012,2.01,2003-12-01,48-2003,48
16013,2.01,2003-12-08,49-2003,49
16014,2.01,2003-12-15,50-2003,50
16015,2.01,2003-12-22,51-2003,51
16016,2.01,2003-12-29,52-2003,52
16017,1.05,2004-01-01,1-2004,1
16018,1.05,2004-01-08,2-2004,2
16019,1.05,2004-01-15,3-2004,3
16020,1.05,2004-01-22,4-2004,4
16021,3.2,2004-02-01,5-2004,5
16022,3.2,2004-02-08,6-2004,6
16023,3.2,2004-02-15,7-2004,7
16024,3.2,2004-02-22,8-2004,8
16025,4.52,2004-03-01,9-2004,9
16026,4.52,2004-03-08,10-2004,10
16027,4.52,2004-03-15,11-2004,11
16028,4.52,2004-03-22,12-2004,12
16029,4.52,2004-03-29,13-2004,13
16030,9.14,2004-04-01,14-2004,14
16031,9.14,2004-04-08,15-2004,15
16032,9.14,2004-04-15,16-2004,16
16033,9.14,2004-04-22,17-2004,17
16034,11.04,2004-05-01,18-2004,18
16035,11.04,2004-05-08,19-2004,19
16036,11.04,2004-05-15,20-2004,20
