week,meantemp,begin_date,week_year,week_inyear
5728,3.84,1967-02-22,8-1967,8
5729,6.09,1967-03-01,9-1967,9
5730,6.09,1967-03-08,10-1967,10
5731,6.09,1967-03-15,11-1967,11
5732,6.09,1967-03-22,12-1967,12
5733,6.9,1967-04-01,13-1967,13
5734,6.9,1967-04-08,14-1967,14
5735,6.9,1967-04-15,15-1967,15
5736,6.9,1967-04-22,16-1967,16
5737,6.9,1967-04-29,17-1967,17
5738,12.74,1967-05-01,18-1967,18
5739,12.74,1967-05-08,19-1967,19
5740,12.74,1967-05-15,20-1967,20
5741,12.74,1967-05-22,21-1967,21
5742,14.97,1967-06-01,22-1967,22
5743,14.97,1967-06-08,23-1967,23
5744,14.97,1967-06-15,24-1967,24
5745,14.97,1967-06-22,25-1967,25
5746,18.41,1967-07-01,26-1967,26
5747,18.41,1967-07-08,27-1967,27
5748,18.41,1967-07-15,28-1967,28
5749,18.41,1967-07-22,29-1967,29
5750,18.41,1967-07-29,30-1967,30
5751,16.29,1967-08-01,31-1967,31
5752,16.29,1967-08-08,32-1967,32
5753,16.29,1967-08-15,33-1967,33
5754,16.29,1967-08-22,34-1967,34
5755,13.91,1967-09-01,35-1967,35
5756,13.91,1967-09-08,36-1967,36
5757,13.91,1967-09-15,37-1967,37
5758,13.91,1967-09-22,38-1967,38
5759,13.91,1967-09-29,39-1967,39
5760,11.71,1967-10-01,40-1967,40
5761,11.71,1967-10-08,41-1967,41
5762,11.71,1967-10-15,42-1967,42
5763,11.71,1967-10-22,43-1967,43
5764,4.13,1967-11-01,44-1967,44
5765,4.13,1967-11-08,45-1967,45
5766,4.13,1967-11-15,46-1967,46
5767,4.13,1967-11-22,47-1967,47
5768,0.95,1967-12-01,48-1967,48
5769,0.95,1967-12-08,49-1967,49
5770,0.95,1967-12-15,50-1967,50
5771,0.95,1967-12-22,51-1967,51
5772,0.95,1967-12-29,52-1967,52
5773,-0.62,1968-01-01,1-1968,1
5774,-0.62,1968-01-08,2-1968,2
5775,-0.62,1968-01-15,3-1968,3
5776,-0.62,1968-01-22,4-1968,4
5777,0.94,1968-02-01,5-1968,5
5778,0.94,1968-02-08,6-1968,6
5779,0.94,1968-02-15,7-1968,7
5780,0.94,1968-02-22,8-1968,8
5781,5.13,1968-03-01,9-1968,9
5782,5.13,1968-03-08,10-1968,10
5783,5.13,1968-03-15,11-1968,11
5784,5.13,1968-03-22,12-1968,12
5785,5.13,1968-03-29,13-1968,13
5786,9.86,1968-04-01,14-1968,14
5787,9.86,1968-04-08,15-1968,15
5788,9.86,1968-04-15,16-1968,16
5789,9.86,1968-04-22,17-1968,17
5790,11.46,1968-05-01,18-1968,18
5791,11.46,1968-05-08,19-1968,19
5792,11.46,1968-05-15,20-1968,20
5793,11.46,1968-05-22,21-1968,21
5794,16.3,1968-06-01,22-1968,22
5795,16.3,1968-06-08,23-1968,23
5796,16.3,1968-06-15,24-1968,24
5797,16.3,1968-06-22,25-1968,25
5798,16.3,1968-06-29,26-1968,26
5799,16.44,1968-07-01,27-1968,27
5800,16.44,1968-07-08,28-1968,28
5801,16.44,1968-07-15,29-1968,29
5802,16.44,1968-07-22,30-1968,30
5803,16.86,1968-08-01,31-1968,31
5804,16.86,1968-08-08,32-1968,32
5805,16.86,1968-08-15,33-1968,33
