week,meantemp,begin_date,week_year,week_inyear
2022,5.9,1895-11-15,46-1895,46
2023,5.9,1895-11-22,47-1895,47
2024,0.7,1895-12-01,48-1895,48
2025,0.7,1895-12-08,49-1895,49
2026,0.7,1895-12-15,50-1895,50
2027,0.7,1895-12-22,51-1895,51
2028,0.7,1895-12-29,52-1895,52
2029,0.3,1896-01-01,1-1896,1
2030,0.3,1896-01-08,2-1896,2
2031,0.3,1896-01-15,3-1896,3
2032,0.3,1896-01-22,4-1896,4
2033,0.7,1896-02-01,5-1896,5
2034,0.7,1896-02-08,6-1896,6
2035,0.7,1896-02-15,7-1896,7
2036,0.7,1896-02-22,8-1896,8
2037,6.6,1896-03-01,9-1896,9
2038,6.6,1896-03-08,10-1896,10
2039,6.6,1896-03-15,11-1896,11
2040,6.6,1896-03-22,12-1896,12
2041,6.6,1896-03-29,13-1896,13
2042,7,1896-04-01,14-1896,14
2043,7,1896-04-08,15-1896,15
2044,7,1896-04-15,16-1896,16
2045,7,1896-04-22,17-1896,17
2046,11.3,1896-05-01,18-1896,18
2047,11.3,1896-05-08,19-1896,19
2048,11.3,1896-05-15,20-1896,20
2049,11.3,1896-05-22,21-1896,21
2050,17.2,1896-06-01,22-1896,22
2051,17.2,1896-06-08,23-1896,23
2052,17.2,1896-06-15,24-1896,24
2053,17.2,1896-06-22,25-1896,25
2054,17.2,1896-06-29,26-1896,26
2055,17.1,1896-07-01,27-1896,27
2056,17.1,1896-07-08,28-1896,28
2057,17.1,1896-07-15,29-1896,29
2058,17.1,1896-07-22,30-1896,30
2059,14.5,1896-08-01,31-1896,31
2060,14.5,1896-08-08,32-1896,32
2061,14.5,1896-08-15,33-1896,33
2062,14.5,1896-08-22,34-1896,34
2063,13.4,1896-09-01,35-1896,35
2064,13.4,1896-09-08,36-1896,36
2065,13.4,1896-09-15,37-1896,37
2066,13.4,1896-09-22,38-1896,38
2067,13.4,1896-09-29,39-1896,39
2068,9.4,1896-10-01,40-1896,40
2069,9.4,1896-10-08,41-1896,41
2070,9.4,1896-10-15,42-1896,42
2071,9.4,1896-10-22,43-1896,43
2072,1.8,1896-11-01,44-1896,44
2073,1.8,1896-11-08,45-1896,45
2074,1.8,1896-11-15,46-1896,46
2075,1.8,1896-11-22,47-1896,47
2076,0.7,1896-12-01,48-1896,48
2077,0.7,1896-12-08,49-1896,49
2078,0.7,1896-12-15,50-1896,50
2079,0.7,1896-12-22,51-1896,51
2080,0.7,1896-12-29,52-1896,52
2081,-2.3,1897-01-01,1-1897,1
2082,-2.3,1897-01-08,2-1897,2
2083,-2.3,1897-01-15,3-1897,3
2084,-2.3,1897-01-22,4-1897,4
2085,1.4,1897-02-01,5-1897,5
2086,1.4,1897-02-08,6-1897,6
2087,1.4,1897-02-15,7-1897,7
2088,1.4,1897-02-22,8-1897,8
2089,6.1,1897-03-01,9-1897,9
2090,6.1,1897-03-08,10-1897,10
2091,6.1,1897-03-15,11-1897,11
2092,6.1,1897-03-22,12-1897,12
2093,8.1,1897-04-01,13-1897,13
2094,8.1,1897-04-08,14-1897,14
2095,8.1,1897-04-15,15-1897,15
2096,8.1,1897-04-22,16-1897,16
2097,8.1,1897-04-29,17-1897,17
2098,11.5,1897-05-01,18-1897,18
2099,11.5,1897-05-08,19-1897,19
2100,11.5,1897-05-15,20-1897,20
2101,11.5,1897-05-22,21-1897,21
2102,17.4,1897-06-01,22-1897,22
2103,17.4,1897-06-08,23-1897,23
2104,17.4,1897-06-15,24-1897,24
2105,17.4,1897-06-22,25-1897,25
2106,16.9,1897-07-01,26-1897,26
2107,16.9,1897-07-08,27-1897,27
2108,16.9,1897-07-15,28-1897,28
2109,16.9,1897-07-22,29-1897,29
2110,16.9,1897-07-29,30-1897,30
2111,17.8,1897-08-01,31-1897,31
2112,17.8,1897-08-08,32-1897,32
2113,17.8,1897-08-15,33-1897,33
2114,17.8,1897-08-22,34-1897,34
2115,12.6,1897-09-01,35-1897,35
2116,12.6,1897-09-08,36-1897,36
2117,12.6,1897-09-15,37-1897,37
2118,12.6,1897-09-22,38-1897,38
2119,12.6,1897-09-29,39-1897,39
2120,7.8,1897-10-01,40-1897,40
2121,7.8,1897-10-08,41-1897,41
2122,7.8,1897-10-15,42-1897,42
2123,7.8,1897-10-22,43-1897,43
2124,3.4,1897-11-01,44-1897,44
2125,3.4,1897-11-08,45-1897,45
2126,3.4,1897-11-15,46-1897,46
2127,3.4,1897-11-22,47-1897,47
2128,2.6,1897-12-01,48-1897,48
2129,2.6,1897-12-08,49-1897,49
2130,2.6,1897-12-15,50-1897,50
2131,2.6,1897-12-22,51-1897,51
2132,2.6,1897-12-29,52-1897,52
2133,3.2,1898-01-01,1-1898,1
2134,3.2,1898-01-08,2-1898,2
2135,3.2,1898-01-15,3-1898,3
2136,3.2,1898-01-22,4-1898,4
2137,2.4,1898-02-01,5-1898,5
2138,2.4,1898-02-08,6-1898,6
2139,2.4,1898-02-15,7-1898,7
2140,2.4,1898-02-22,8-1898,8
2141,3.9,1898-03-01,9-1898,9
2142,3.9,1898-03-08,10-1898,10
2143,3.9,1898-03-15,11-1898,11
2144,3.9,1898-03-22,12-1898,12
2145,7.9,1898-04-01,13-1898,13
2146,7.9,1898-04-08,14-1898,14
2147,7.9,1898-04-15,15-1898,15
2148,7.9,1898-04-22,16-1898,16
2149,7.9,1898-04-29,17-1898,17
2150,11.9,1898-05-01,18-1898,18
2151,11.9,1898-05-08,19-1898,19
2152,11.9,1898-05-15,20-1898,20
2153,11.9,1898-05-22,21-1898,21
2154,15.5,1898-06-01,22-1898,22
2155,15.5,1898-06-08,23-1898,23
2156,15.5,1898-06-15,24-1898,24
2157,15.5,1898-06-22,25-1898,25
2158,14.6,1898-07-01,26-1898,26
2159,14.6,1898-07-08,27-1898,27
2160,14.6,1898-07-15,28-1898,28
2161,14.6,1898-07-22,29-1898,29
2162,14.6,1898-07-29,30-1898,30
2163,18.8,1898-08-01,31-1898,31
2164,18.8,1898-08-08,32-1898,32
2165,18.8,1898-08-15,33-1898,33
2166,18.8,1898-08-22,34-1898,34
2167,14.1,1898-09-01,35-1898,35
2168,14.1,1898-09-08,36-1898,36
2169,14.1,1898-09-15,37-1898,37
2170,14.1,1898-09-22,38-1898,38
2171,14.1,1898-09-29,39-1898,39
2172,9.4,1898-10-01,40-1898,40
2173,9.4,1898-10-08,41-1898,41
2174,9.4,1898-10-15,42-1898,42
2175,9.4,1898-10-22,43-1898,43
2176,4.9,1898-11-01,44-1898,44
2177,4.9,1898-11-08,45-1898,45
2178,4.9,1898-11-15,46-1898,46
2179,4.9,1898-11-22,47-1898,47
2180,4.5,1898-12-01,48-1898,48
2181,4.5,1898-12-08,49-1898,49
2182,4.5,1898-12-15,50-1898,50
2183,4.5,1898-12-22,51-1898,51
2184,4.5,1898-12-29,52-1898,52
2185,3,1899-01-01,1-1899,1
2186,3,1899-01-08,2-1899,2
2187,3,1899-01-15,3-1899,3
2188,3,1899-01-22,4-1899,4
2189,3.2,1899-02-01,5-1899,5
2190,3.2,1899-02-08,6-1899,6
2191,3.2,1899-02-15,7-1899,7
2192,3.2,1899-02-22,8-1899,8
2193,3.1,1899-03-01,9-1899,9
2194,3.1,1899-03-08,10-1899,10
2195,3.1,1899-03-15,11-1899,11
2196,3.1,1899-03-22,12-1899,12
2197,7.8,1899-04-01,13-1899,13
2198,7.8,1899-04-08,14-1899,14
2199,7.8,1899-04-15,15-1899,15
2200,7.8,1899-04-22,16-1899,16
2201,7.8,1899-04-29,17-1899,17
2202,11.7,1899-05-01,18-1899,18
2203,11.7,1899-05-08,19-1899,19
2204,11.7,1899-05-15,20-1899,20
2205,11.7,1899-05-22,21-1899,21
2206,15.7,1899-06-01,22-1899,22
2207,15.7,1899-06-08,23-1899,23
2208,15.7,1899-06-15,24-1899,24
2209,15.7,1899-06-22,25-1899,25
2210,17.9,1899-07-01,26-1899,26
2211,17.9,1899-07-08,27-1899,27
2212,17.9,1899-07-15,28-1899,28
2213,17.9,1899-07-22,29-1899,29
2214,17.9,1899-07-29,30-1899,30
2215,17.4,1899-08-01,31-1899,31
2216,17.4,1899-08-08,32-1899,32
2217,17.4,1899-08-15,33-1899,33
2218,17.4,1899-08-22,34-1899,34
2219,12.9,1899-09-01,35-1899,35
2220,12.9,1899-09-08,36-1899,36
2221,12.9,1899-09-15,37-1899,37
2222,12.9,1899-09-22,38-1899,38
2223,12.9,1899-09-29,39-1899,39
2224,8,1899-10-01,40-1899,40
2225,8,1899-10-08,41-1899,41
2226,8,1899-10-15,42-1899,42
2227,8,1899-10-22,43-1899,43
2228,7.8,1899-11-01,44-1899,44
2229,7.8,1899-11-08,45-1899,45
2230,7.8,1899-11-15,46-1899,46
2231,7.8,1899-11-22,47-1899,47
2232,-2.1,1899-12-01,48-1899,48
2233,-2.1,1899-12-08,49-1899,49
2234,-2.1,1899-12-15,50-1899,50
2235,-2.1,1899-12-22,51-1899,51
2236,-2.1,1899-12-29,52-1899,52
2237,1.9,1900-01-01,1-1900,1
2238,1.9,1900-01-08,2-1900,2
2239,1.9,1900-01-15,3-1900,3
2240,1.9,1900-01-22,4-1900,4
2241,1.6,1900-02-01,5-1900,5
2242,1.6,1900-02-08,6-1900,6
2243,1.6,1900-02-15,7-1900,7
2244,1.6,1900-02-22,8-1900,8
2245,1.6,1900-03-01,9-1900,9
2246,1.6,1900-03-08,10-1900,10
2247,1.6,1900-03-15,11-1900,11
2248,1.6,1900-03-22,12-1900,12
2249,7.4,1900-04-01,13-1900,13
2250,7.4,1900-04-08,14-1900,14
2251,7.4,1900-04-15,15-1900,15
2252,7.4,1900-04-22,16-1900,16
2253,7.4,1900-04-29,17-1900,17
2254,11.9,1900-05-01,18-1900,18
2255,11.9,1900-05-08,19-1900,19
2256,11.9,1900-05-15,20-1900,20
2257,11.9,1900-05-22,21-1900,21
2258,16.7,1900-06-01,22-1900,22
2259,16.7,1900-06-08,23-1900,23
2260,16.7,1900-06-15,24-1900,24
2261,16.7,1900-06-22,25-1900,25
2262,19.3,1900-07-01,26-1900,26
2263,19.3,1900-07-08,27-1900,27
2264,19.3,1900-07-15,28-1900,28
2265,19.3,1900-07-22,29-1900,29
2266,19.3,1900-07-29,30-1900,30
2267,16.9,1900-08-01,31-1900,31
2268,16.9,1900-08-08,32-1900,32
2269,16.9,1900-08-15,33-1900,33
2270,16.9,1900-08-22,34-1900,34
2271,14.3,1900-09-01,35-1900,35
2272,14.3,1900-09-08,36-1900,36
2273,14.3,1900-09-15,37-1900,37
2274,14.3,1900-09-22,38-1900,38
2275,14.3,1900-09-29,39-1900,39
2276,9.7,1900-10-01,40-1900,40
2277,9.7,1900-10-08,41-1900,41
2278,9.7,1900-10-15,42-1900,42
2279,9.7,1900-10-22,43-1900,43
2280,5.6,1900-11-01,44-1900,44
2281,5.6,1900-11-08,45-1900,45
2282,5.6,1900-11-15,46-1900,46
2283,5.6,1900-11-22,47-1900,47
2284,3.9,1900-12-01,48-1900,48
2285,3.9,1900-12-08,49-1900,49
2286,3.9,1900-12-15,50-1900,50
2287,3.9,1900-12-22,51-1900,51
2288,3.9,1900-12-29,52-1900,52
2289,-4.7,1901-01-01,1-1901,1
2290,-4.7,1901-01-08,2-1901,2
2291,-4.7,1901-01-15,3-1901,3
2292,-4.7,1901-01-22,4-1901,4
2293,-3.1,1901-02-01,5-1901,5
2294,-3.1,1901-02-08,6-1901,6
2295,-3.1,1901-02-15,7-1901,7
2296,-3.1,1901-02-22,8-1901,8
2297,3.2,1901-03-01,9-1901,9
2298,3.2,1901-03-08,10-1901,10
2299,3.2,1901-03-15,11-1901,11
2300,3.2,1901-03-22,12-1901,12
2301,9.3,1901-04-01,13-1901,13
2302,9.3,1901-04-08,14-1901,14
2303,9.3,1901-04-15,15-1901,15
2304,9.3,1901-04-22,16-1901,16
2305,9.3,1901-04-29,17-1901,17
2306,13.9,1901-05-01,18-1901,18
2307,13.9,1901-05-08,19-1901,19
2308,13.9,1901-05-15,20-1901,20
2309,13.9,1901-05-22,21-1901,21
2310,16.4,1901-06-01,22-1901,22
2311,16.4,1901-06-08,23-1901,23
2312,16.4,1901-06-15,24-1901,24
2313,16.4,1901-06-22,25-1901,25
2314,18.8,1901-07-01,26-1901,26
2315,18.8,1901-07-08,27-1901,27
2316,18.8,1901-07-15,28-1901,28
2317,18.8,1901-07-22,29-1901,29
2318,18.8,1901-07-29,30-1901,30
2319,16.7,1901-08-01,31-1901,31
2320,16.7,1901-08-08,32-1901,32
2321,16.7,1901-08-15,33-1901,33
2322,16.7,1901-08-22,34-1901,34
2323,14.1,1901-09-01,35-1901,35
2324,14.1,1901-09-08,36-1901,36
2325,14.1,1901-09-15,37-1901,37
2326,14.1,1901-09-22,38-1901,38
2327,14.1,1901-09-29,39-1901,39
2328,10,1901-10-01,40-1901,40
2329,10,1901-10-08,41-1901,41
2330,10,1901-10-15,42-1901,42
2331,10,1901-10-22,43-1901,43
2332,3.5,1901-11-01,44-1901,44
2333,3.5,1901-11-08,45-1901,45
2334,3.5,1901-11-15,46-1901,46
2335,3.5,1901-11-22,47-1901,47
2336,1.4,1901-12-01,48-1901,48
2337,1.4,1901-12-08,49-1901,49
2338,1.4,1901-12-15,50-1901,50
2339,1.4,1901-12-22,51-1901,51
2340,1.4,1901-12-29,52-1901,52
2341,3.8,1902-01-01,1-1902,1
2342,3.8,1902-01-08,2-1902,2
2343,3.8,1902-01-15,3-1902,3
2344,3.8,1902-01-22,4-1902,4
2345,-0.8,1902-02-01,5-1902,5
2346,-0.8,1902-02-08,6-1902,6
2347,-0.8,1902-02-15,7-1902,7
2348,-0.8,1902-02-22,8-1902,8
2349,4.4,1902-03-01,9-1902,9
2350,4.4,1902-03-08,10-1902,10
2351,4.4,1902-03-15,11-1902,11
2352,4.4,1902-03-22,12-1902,12
2353,8.8,1902-04-01,13-1902,13
2354,8.8,1902-04-08,14-1902,14
2355,8.8,1902-04-15,15-1902,15
2356,8.8,1902-04-22,16-1902,16
2357,8.8,1902-04-29,17-1902,17
2358,9.3,1902-05-01,18-1902,18
2359,9.3,1902-05-08,19-1902,19
2360,9.3,1902-05-15,20-1902,20
2361,9.3,1902-05-22,21-1902,21
2362,16.4,1902-06-01,22-1902,22
2363,16.4,1902-06-08,23-1902,23
2364,16.4,1902-06-15,24-1902,24
2365,16.4,1902-06-22,25-1902,25
2366,16.3,1902-07-01,26-1902,26
2367,16.3,1902-07-08,27-1902,27
2368,16.3,1902-07-15,28-1902,28
2369,16.3,1902-07-22,29-1902,29
2370,16.3,1902-07-29,30-1902,30
2371,15.1,1902-08-01,31-1902,31
2372,15.1,1902-08-08,32-1902,32
2373,15.1,1902-08-15,33-1902,33
2374,15.1,1902-08-22,34-1902,34
2375,12.7,1902-09-01,35-1902,35
2376,12.7,1902-09-08,36-1902,36
2377,12.7,1902-09-15,37-1902,37
2378,12.7,1902-09-22,38-1902,38
2379,12.7,1902-09-29,39-1902,39
2380,7.4,1902-10-01,40-1902,40
2381,7.4,1902-10-08,41-1902,41
2382,7.4,1902-10-15,42-1902,42
2383,7.4,1902-10-22,43-1902,43
2384,2.4,1902-11-01,44-1902,44
2385,2.4,1902-11-08,45-1902,45
2386,2.4,1902-11-15,46-1902,46
2387,2.4,1902-11-22,47-1902,47
2388,-2.4,1902-12-01,48-1902,48
2389,-2.4,1902-12-08,49-1902,49
2390,-2.4,1902-12-15,50-1902,50
2391,-2.4,1902-12-22,51-1902,51
2392,-2.4,1902-12-29,52-1902,52
2393,1.2,1903-01-01,1-1903,1
2394,1.2,1903-01-08,2-1903,2
2395,1.2,1903-01-15,3-1903,3
2396,1.2,1903-01-22,4-1903,4
2397,4.8,1903-02-01,5-1903,5
2398,4.8,1903-02-08,6-1903,6
2399,4.8,1903-02-15,7-1903,7
2400,4.8,1903-02-22,8-1903,8
2401,6.9,1903-03-01,9-1903,9
2402,6.9,1903-03-08,10-1903,10
2403,6.9,1903-03-15,11-1903,11
2404,6.9,1903-03-22,12-1903,12
2405,5,1903-04-01,13-1903,13
2406,5,1903-04-08,14-1903,14
2407,5,1903-04-15,15-1903,15
2408,5,1903-04-22,16-1903,16
2409,5,1903-04-29,17-1903,17
2410,13.4,1903-05-01,18-1903,18
2411,13.4,1903-05-08,19-1903,19
2412,13.4,1903-05-15,20-1903,20
2413,13.4,1903-05-22,21-1903,21
2414,15.3,1903-06-01,22-1903,22
2415,15.3,1903-06-08,23-1903,23
2416,15.3,1903-06-15,24-1903,24
2417,15.3,1903-06-22,25-1903,25
2418,16.8,1903-07-01,26-1903,26
2419,16.8,1903-07-08,27-1903,27
2420,16.8,1903-07-15,28-1903,28
2421,16.8,1903-07-22,29-1903,29
2422,16.8,1903-07-29,30-1903,30
2423,16,1903-08-01,31-1903,31
2424,16,1903-08-08,32-1903,32
2425,16,1903-08-15,33-1903,33
2426,16,1903-08-22,34-1903,34
2427,13.8,1903-09-01,35-1903,35
2428,13.8,1903-09-08,36-1903,36
2429,13.8,1903-09-15,37-1903,37
2430,13.8,1903-09-22,38-1903,38
2431,13.8,1903-09-29,39-1903,39
2432,10.3,1903-10-01,40-1903,40
2433,10.3,1903-10-08,41-1903,41
2434,10.3,1903-10-15,42-1903,42
2435,10.3,1903-10-22,43-1903,43
2436,5.2,1903-11-01,44-1903,44
2437,5.2,1903-11-08,45-1903,45
2438,5.2,1903-11-15,46-1903,46
2439,5.2,1903-11-22,47-1903,47
2440,0.2,1903-12-01,48-1903,48
2441,0.2,1903-12-08,49-1903,49
2442,0.2,1903-12-15,50-1903,50
2443,0.2,1903-12-22,51-1903,51
2444,0.2,1903-12-29,52-1903,52
2445,-0.7,1904-01-01,1-1904,1
2446,-0.7,1904-01-08,2-1904,2
2447,-0.7,1904-01-15,3-1904,3
2448,-0.7,1904-01-22,4-1904,4
2449,1.9,1904-02-01,5-1904,5
2450,1.9,1904-02-08,6-1904,6
2451,1.9,1904-02-15,7-1904,7
2452,1.9,1904-02-22,8-1904,8
2453,3.6,1904-03-01,9-1904,9
2454,3.6,1904-03-08,10-1904,10
2455,3.6,1904-03-15,11-1904,11
2456,3.6,1904-03-22,12-1904,12
2457,3.6,1904-03-29,13-1904,13
2458,9.9,1904-04-01,14-1904,14
2459,9.9,1904-04-08,15-1904,15
2460,9.9,1904-04-15,16-1904,16
2461,9.9,1904-04-22,17-1904,17
2462,13.1,1904-05-01,18-1904,18
2463,13.1,1904-05-08,19-1904,19
2464,13.1,1904-05-15,20-1904,20
2465,13.1,1904-05-22,21-1904,21
2466,15.6,1904-06-01,22-1904,22
2467,15.6,1904-06-08,23-1904,23
2468,15.6,1904-06-15,24-1904,24
2469,15.6,1904-06-22,25-1904,25
2470,15.6,1904-06-29,26-1904,26
2471,19.1,1904-07-01,27-1904,27
2472,19.1,1904-07-08,28-1904,28
2473,19.1,1904-07-15,29-1904,29
2474,19.1,1904-07-22,30-1904,30
2475,16.8,1904-08-01,31-1904,31
2476,16.8,1904-08-08,32-1904,32
2477,16.8,1904-08-15,33-1904,33
2478,16.8,1904-08-22,34-1904,34
2479,12.1,1904-09-01,35-1904,35
2480,12.1,1904-09-08,36-1904,36
2481,12.1,1904-09-15,37-1904,37
2482,12.1,1904-09-22,38-1904,38
2483,12.1,1904-09-29,39-1904,39
2484,8.8,1904-10-01,40-1904,40
2485,8.8,1904-10-08,41-1904,41
2486,8.8,1904-10-15,42-1904,42
2487,8.8,1904-10-22,43-1904,43
2488,4,1904-11-01,44-1904,44
2489,4,1904-11-08,45-1904,45
2490,4,1904-11-15,46-1904,46
2491,4,1904-11-22,47-1904,47
2492,3.5,1904-12-01,48-1904,48
2493,3.5,1904-12-08,49-1904,49
2494,3.5,1904-12-15,50-1904,50
2495,3.5,1904-12-22,51-1904,51
2496,3.5,1904-12-29,52-1904,52
2497,-1,1905-01-01,1-1905,1
2498,-1,1905-01-08,2-1905,2
2499,-1,1905-01-15,3-1905,3
2500,-1,1905-01-22,4-1905,4
2501,2.2,1905-02-01,5-1905,5
2502,2.2,1905-02-08,6-1905,6
2503,2.2,1905-02-15,7-1905,7
2504,2.2,1905-02-22,8-1905,8
2505,5.3,1905-03-01,9-1905,9
2506,5.3,1905-03-08,10-1905,10
2507,5.3,1905-03-15,11-1905,11
2508,5.3,1905-03-22,12-1905,12
2509,6.2,1905-04-01,13-1905,13
2510,6.2,1905-04-08,14-1905,14
2511,6.2,1905-04-15,15-1905,15
2512,6.2,1905-04-22,16-1905,16
2513,6.2,1905-04-29,17-1905,17
2514,12.8,1905-05-01,18-1905,18
2515,12.8,1905-05-08,19-1905,19
2516,12.8,1905-05-15,20-1905,20
2517,12.8,1905-05-22,21-1905,21
2518,17.7,1905-06-01,22-1905,22
2519,17.7,1905-06-08,23-1905,23
2520,17.7,1905-06-15,24-1905,24
2521,17.7,1905-06-22,25-1905,25
2522,18.9,1905-07-01,26-1905,26
2523,18.9,1905-07-08,27-1905,27
2524,18.9,1905-07-15,28-1905,28
2525,18.9,1905-07-22,29-1905,29
2526,18.9,1905-07-29,30-1905,30
2527,16.8,1905-08-01,31-1905,31
2528,16.8,1905-08-08,32-1905,32
2529,16.8,1905-08-15,33-1905,33
2530,16.8,1905-08-22,34-1905,34
2531,12.7,1905-09-01,35-1905,35
2532,12.7,1905-09-08,36-1905,36
2533,12.7,1905-09-15,37-1905,37
2534,12.7,1905-09-22,38-1905,38
2535,12.7,1905-09-29,39-1905,39
2536,5.2,1905-10-01,40-1905,40
2537,5.2,1905-10-08,41-1905,41
2538,5.2,1905-10-15,42-1905,42
2539,5.2,1905-10-22,43-1905,43
2540,3.4,1905-11-01,44-1905,44
2541,3.4,1905-11-08,45-1905,45
2542,3.4,1905-11-15,46-1905,46
2543,3.4,1905-11-22,47-1905,47
2544,1.9,1905-12-01,48-1905,48
2545,1.9,1905-12-08,49-1905,49
2546,1.9,1905-12-15,50-1905,50
2547,1.9,1905-12-22,51-1905,51
2548,1.9,1905-12-29,52-1905,52
2549,2.2,1906-01-01,1-1906,1
2550,2.2,1906-01-08,2-1906,2
2551,2.2,1906-01-15,3-1906,3
2552,2.2,1906-01-22,4-1906,4
2553,1.4,1906-02-01,5-1906,5
2554,1.4,1906-02-08,6-1906,6
2555,1.4,1906-02-15,7-1906,7
2556,1.4,1906-02-22,8-1906,8
2557,3,1906-03-01,9-1906,9
2558,3,1906-03-08,10-1906,10
2559,3,1906-03-15,11-1906,11
2560,3,1906-03-22,12-1906,12
2561,8.5,1906-04-01,13-1906,13
2562,8.5,1906-04-08,14-1906,14
2563,8.5,1906-04-15,15-1906,15
2564,8.5,1906-04-22,16-1906,16
2565,8.5,1906-04-29,17-1906,17
2566,13.7,1906-05-01,18-1906,18
2567,13.7,1906-05-08,19-1906,19
2568,13.7,1906-05-15,20-1906,20
2569,13.7,1906-05-22,21-1906,21
2570,14.9,1906-06-01,22-1906,22
2571,14.9,1906-06-08,23-1906,23
2572,14.9,1906-06-15,24-1906,24
2573,14.9,1906-06-22,25-1906,25
2574,16.9,1906-07-01,26-1906,26
2575,16.9,1906-07-08,27-1906,27
2576,16.9,1906-07-15,28-1906,28
2577,16.9,1906-07-22,29-1906,29
2578,16.9,1906-07-29,30-1906,30
2579,16.2,1906-08-01,31-1906,31
2580,16.2,1906-08-08,32-1906,32
2581,16.2,1906-08-15,33-1906,33
2582,16.2,1906-08-22,34-1906,34
2583,12.3,1906-09-01,35-1906,35
2584,12.3,1906-09-08,36-1906,36
2585,12.3,1906-09-15,37-1906,37
2586,12.3,1906-09-22,38-1906,38
2587,12.3,1906-09-29,39-1906,39
2588,10.6,1906-10-01,40-1906,40
2589,10.6,1906-10-08,41-1906,41
2590,10.6,1906-10-15,42-1906,42
2591,10.6,1906-10-22,43-1906,43
2592,7,1906-11-01,44-1906,44
2593,7,1906-11-08,45-1906,45
2594,7,1906-11-15,46-1906,46
2595,7,1906-11-22,47-1906,47
2596,-1.9,1906-12-01,48-1906,48
2597,-1.9,1906-12-08,49-1906,49
2598,-1.9,1906-12-15,50-1906,50
2599,-1.9,1906-12-22,51-1906,51
2600,-1.9,1906-12-29,52-1906,52
2601,1,1907-01-01,1-1907,1
2602,1,1907-01-08,2-1907,2
2603,1,1907-01-15,3-1907,3
2604,1,1907-01-22,4-1907,4
2605,-0.6,1907-02-01,5-1907,5
2606,-0.6,1907-02-08,6-1907,6
2607,-0.6,1907-02-15,7-1907,7
2608,-0.6,1907-02-22,8-1907,8
2609,3.6,1907-03-01,9-1907,9
2610,3.6,1907-03-08,10-1907,10
2611,3.6,1907-03-15,11-1907,11
2612,3.6,1907-03-22,12-1907,12
2613,6.8,1907-04-01,13-1907,13
2614,6.8,1907-04-08,14-1907,14
2615,6.8,1907-04-15,15-1907,15
2616,6.8,1907-04-22,16-1907,16
2617,6.8,1907-04-29,17-1907,17
2618,13.3,1907-05-01,18-1907,18
2619,13.3,1907-05-08,19-1907,19
2620,13.3,1907-05-15,20-1907,20
2621,13.3,1907-05-22,21-1907,21
2622,14.8,1907-06-01,22-1907,22
2623,14.8,1907-06-08,23-1907,23
2624,14.8,1907-06-15,24-1907,24
2625,14.8,1907-06-22,25-1907,25
2626,14.2,1907-07-01,26-1907,26
2627,14.2,1907-07-08,27-1907,27
2628,14.2,1907-07-15,28-1907,28
2629,14.2,1907-07-22,29-1907,29
2630,14.2,1907-07-29,30-1907,30
2631,15.6,1907-08-01,31-1907,31
2632,15.6,1907-08-08,32-1907,32
2633,15.6,1907-08-15,33-1907,33
2634,15.6,1907-08-22,34-1907,34
2635,12.9,1907-09-01,35-1907,35
2636,12.9,1907-09-08,36-1907,36
2637,12.9,1907-09-15,37-1907,37
2638,12.9,1907-09-22,38-1907,38
2639,12.9,1907-09-29,39-1907,39
2640,11.4,1907-10-01,40-1907,40
2641,11.4,1907-10-08,41-1907,41
2642,11.4,1907-10-15,42-1907,42
2643,11.4,1907-10-22,43-1907,43
2644,4.1,1907-11-01,44-1907,44
2645,4.1,1907-11-08,45-1907,45
2646,4.1,1907-11-15,46-1907,46
2647,4.1,1907-11-22,47-1907,47
2648,2.2,1907-12-01,48-1907,48
2649,2.2,1907-12-08,49-1907,49
2650,2.2,1907-12-15,50-1907,50
2651,2.2,1907-12-22,51-1907,51
2652,2.2,1907-12-29,52-1907,52
2653,-2,1908-01-01,1-1908,1
2654,-2,1908-01-08,2-1908,2
2655,-2,1908-01-15,3-1908,3
2656,-2,1908-01-22,4-1908,4
2657,2.2,1908-02-01,5-1908,5
2658,2.2,1908-02-08,6-1908,6
2659,2.2,1908-02-15,7-1908,7
2660,2.2,1908-02-22,8-1908,8
2661,2.9,1908-03-01,9-1908,9
2662,2.9,1908-03-08,10-1908,10
2663,2.9,1908-03-15,11-1908,11
2664,2.9,1908-03-22,12-1908,12
2665,2.9,1908-03-29,13-1908,13
2666,5.9,1908-04-01,14-1908,14
2667,5.9,1908-04-08,15-1908,15
2668,5.9,1908-04-15,16-1908,16
2669,5.9,1908-04-22,17-1908,17
2670,13.6,1908-05-01,18-1908,18
2671,13.6,1908-05-08,19-1908,19
2672,13.6,1908-05-15,20-1908,20
2673,13.6,1908-05-22,21-1908,21
2674,17.2,1908-06-01,22-1908,22
2675,17.2,1908-06-08,23-1908,23
2676,17.2,1908-06-15,24-1908,24
2677,17.2,1908-06-22,25-1908,25
2678,17.2,1908-06-29,26-1908,26
2679,17.4,1908-07-01,27-1908,27
2680,17.4,1908-07-08,28-1908,28
2681,17.4,1908-07-15,29-1908,29
2682,17.4,1908-07-22,30-1908,30
2683,14.8,1908-08-01,31-1908,31
2684,14.8,1908-08-08,32-1908,32
2685,14.8,1908-08-15,33-1908,33
2686,14.8,1908-08-22,34-1908,34
2687,12.4,1908-09-01,35-1908,35
2688,12.4,1908-09-08,36-1908,36
2689,12.4,1908-09-15,37-1908,37
