sp_id,kernel,kernel_sd,e_mu,e_sd,b0g,b0g_sd,b0em,b0em_sd,b0am,b0am_sd,b0jg,b0jg_sd,b0ag,b0ag_sd,sestra,dyad,floron,floron_sd,floroff,floroff_sd,sripe,seedon,seedon_sd,seedoff,seedoff_sd,max_mass,min_mass,max_span,max_span_sd,mass_mu,mass_sd,abund
p1,wa,0.001,1,0.001,1502900000000,150290000,1502900000000,15029000,47527000000,4752700,670260000,6702.6,335130000,3351.3,0,0,12,2,24,2,8,32,2,37,2,5000,500,50,5,3000,0.01,20
