sp_id,kernel,e_mu,e_sd,b0g,b0em,b0am,b0jg,b0ag,sestra,dyad,floron,floroff,sripe,seedon,seedoff,max_mass,min_mass,max_span,mass_mu,mass_sd,abund
p1,wa,0.01,0.000001,1502900000000,1502900000000,47527000000,670260000,335130000,0,0,12,24,8,32,37,500,500,50,100,0.01,20
