week	id	location	sp	biomass	fgroup	stage	age	reped	chrm1	chrm2	radius
20	p1-1	(7, 3, 1)	p1	Dict("reprd"=>-0.0342707,"veg"=>99.7073)	p1	a	20	false	A	A	2
20	p1-2	(33, 12, 1)	p1	Dict("reprd"=>-0.0337139,"veg"=>99.6841)	p1	a	20	false	A	A	2
20	p1-3	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	7	false	A	A	2
20	p1-4	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	7	false	A	A	2
20	p1-5	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	1	false	A	A	2
20	p1-6	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	1	false	A	A	2
21	p1-1	(7, 3, 1)	p1	Dict("reprd"=>-0.0225124,"veg"=>99.7073)	p1	a	21	false	A	A	2
21	p1-2	(33, 12, 1)	p1	Dict("reprd"=>-0.0219614,"veg"=>99.6841)	p1	a	21	false	A	A	2
21	p1-3	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	8	false	A	A	2
21	p1-4	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	8	false	A	A	2
21	p1-5	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	2	false	A	A	2
21	p1-6	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	2	false	A	A	2
22	p1-1	(7, 3, 1)	p1	Dict("reprd"=>-0.0109073,"veg"=>99.7073)	p1	a	22	false	A	A	2
22	p1-2	(33, 12, 1)	p1	Dict("reprd"=>-0.0100853,"veg"=>99.6841)	p1	a	22	false	A	A	2
22	p1-3	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	9	false	A	A	2
22	p1-4	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	9	false	A	A	2
22	p1-5	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	3	false	A	A	2
22	p1-6	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	3	false	A	A	2
23	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.000741603,"veg"=>99.7073)	p1	a	23	false	A	A	2
23	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.00163085,"veg"=>99.6841)	p1	a	23	false	A	A	2
23	p1-3	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	10	false	A	A	2
23	p1-4	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	10	false	A	A	2
23	p1-5	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	4	false	A	A	2
23	p1-6	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	4	false	A	A	2
24	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>99.7073)	p1	a	24	false	A	A	2
24	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.6841)	p1	a	24	false	A	A	2
24	p1-3	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	11	false	A	A	2
24	p1-4	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	11	false	A	A	2
24	p1-5	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	5	false	A	A	2
24	p1-6	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	5	false	A	A	2
25	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>99.7192)	p1	a	25	false	A	A	2
25	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.696)	p1	a	25	false	A	A	2
26	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>99.7311)	p1	a	26	false	A	A	2
26	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.7078)	p1	a	26	false	A	A	2
27	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>99.7426)	p1	a	27	false	A	A	2
27	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.7196)	p1	a	27	false	A	A	2
28	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>99.7544)	p1	a	28	false	A	A	2
28	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.7313)	p1	a	28	false	A	A	2
29	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>99.7663)	p1	a	29	false	A	A	2
29	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.7431)	p1	a	29	false	A	A	2
30	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>99.778)	p1	a	30	false	A	A	2
30	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.7549)	p1	a	30	false	A	A	2
31	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>99.79)	p1	a	31	false	A	A	2
31	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.7668)	p1	a	31	false	A	A	2
32	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>99.8018)	p1	a	32	false	A	A	2
32	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.7785)	p1	a	32	false	A	A	2
33	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>99.8134)	p1	a	33	false	A	A	2
33	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.79)	p1	a	33	false	A	A	2
34	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>99.8254)	p1	a	34	false	A	A	2
34	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.8019)	p1	a	34	false	A	A	2
35	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>99.8369)	p1	a	35	false	A	A	2
35	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.8139)	p1	a	35	false	A	A	2
36	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>99.8487)	p1	a	36	false	A	A	2
36	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.8258)	p1	a	36	false	A	A	2
37	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>99.8606)	p1	a	37	false	A	A	2
37	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.8376)	p1	a	37	false	A	A	2
38	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>99.8724)	p1	a	38	false	A	A	2
38	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.8496)	p1	a	38	false	A	A	2
39	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>99.8841)	p1	a	39	false	A	A	2
39	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.8614)	p1	a	39	false	A	A	2
40	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>99.8958)	p1	a	40	false	A	A	2
40	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.8732)	p1	a	40	false	A	A	2
41	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>99.9078)	p1	a	41	false	A	A	2
41	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.8849)	p1	a	41	false	A	A	2
42	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>99.9196)	p1	a	42	false	A	A	2
42	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.8968)	p1	a	42	false	A	A	2
43	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>99.9313)	p1	a	43	false	A	A	2
43	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.9085)	p1	a	43	false	A	A	2
44	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>99.9434)	p1	a	44	false	A	A	2
44	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.9204)	p1	a	44	false	A	A	2
45	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>99.9552)	p1	a	45	false	A	A	2
45	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.9323)	p1	a	45	false	A	A	2
46	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>99.9668)	p1	a	46	false	A	A	2
46	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.9438)	p1	a	46	false	A	A	2
47	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>99.9787)	p1	a	47	false	A	A	2
47	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.9557)	p1	a	47	false	A	A	2
48	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>99.9906)	p1	a	48	false	A	A	2
48	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.9675)	p1	a	48	false	A	A	2
49	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>100.002)	p1	a	49	false	A	A	2
49	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.9793)	p1	a	49	false	A	A	2
50	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>100.014)	p1	a	50	false	A	A	2
50	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>99.9912)	p1	a	50	false	A	A	2
51	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>100.026)	p1	a	51	false	A	A	2
51	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>100.003)	p1	a	51	false	A	A	2
52	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>100.037)	p1	a	52	false	A	A	2
52	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>100.015)	p1	a	52	false	A	A	2
53	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>100.049)	p1	a	53	false	A	A	2
53	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>100.027)	p1	a	53	false	A	A	2
54	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>100.061)	p1	a	54	false	A	A	2
54	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>100.038)	p1	a	54	false	A	A	2
55	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>100.073)	p1	a	55	false	A	A	2
55	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>100.05)	p1	a	55	false	A	A	2
56	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>100.085)	p1	a	56	false	A	A	2
56	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>100.062)	p1	a	56	false	A	A	2
57	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>100.097)	p1	a	57	false	A	A	2
57	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>100.074)	p1	a	57	false	A	A	2
58	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>100.109)	p1	a	58	false	A	A	2
58	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>100.086)	p1	a	58	false	A	A	2
59	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>100.12)	p1	a	59	false	A	A	2
59	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>100.098)	p1	a	59	false	A	A	2
60	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>100.132)	p1	a	60	false	A	A	2
60	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>100.109)	p1	a	60	false	A	A	2
61	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>100.144)	p1	a	61	false	A	A	2
61	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>100.121)	p1	a	61	false	A	A	2
62	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>100.156)	p1	a	62	false	A	A	2
62	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>100.133)	p1	a	62	false	A	A	2
63	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0124855,"veg"=>100.167)	p1	a	63	false	A	A	2
63	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0136223,"veg"=>100.145)	p1	a	63	false	A	A	2
64	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0243601,"veg"=>100.167)	p1	a	64	false	A	A	2
64	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0253746,"veg"=>100.145)	p1	a	64	false	A	A	2
65	p1-1	(7, 3, 1)	p1	Dict("reprd"=>-0.0339548,"veg"=>100.167)	p1	a	65	false	A	A	2
65	p1-2	(33, 12, 1)	p1	Dict("reprd"=>-0.0328086,"veg"=>100.145)	p1	a	65	false	A	A	2
65	p1-3	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	1	false	A	A	2
65	p1-4	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	1	false	A	A	2
66	p1-1	(7, 3, 1)	p1	Dict("reprd"=>-0.0217496,"veg"=>100.167)	p1	a	66	false	A	A	2
66	p1-2	(33, 12, 1)	p1	Dict("reprd"=>-0.0211423,"veg"=>100.145)	p1	a	66	false	A	A	2
66	p1-3	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	2	false	A	A	2
66	p1-4	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	2	false	A	A	2
67	p1-1	(7, 3, 1)	p1	Dict("reprd"=>-0.00994774,"veg"=>100.167)	p1	a	67	false	A	A	2
67	p1-2	(33, 12, 1)	p1	Dict("reprd"=>-0.00927822,"veg"=>100.145)	p1	a	67	false	A	A	2
67	p1-3	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	3	false	A	A	2
67	p1-4	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	3	false	A	A	2
68	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.00161493,"veg"=>100.167)	p1	a	68	false	A	A	2
68	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.00257855,"veg"=>100.145)	p1	a	68	false	A	A	2
68	p1-3	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	4	false	A	A	2
68	p1-4	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	4	false	A	A	2
69	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0135972,"veg"=>100.167)	p1	a	69	false	A	A	2
69	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0141995,"veg"=>100.145)	p1	a	69	false	A	A	2
69	p1-3	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	5	false	A	A	2
69	p1-4	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	5	false	A	A	2
70	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0252983,"veg"=>100.167)	p1	a	70	false	A	A	2
70	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0259456,"veg"=>100.145)	p1	a	70	false	A	A	2
70	p1-3	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	6	false	A	A	2
70	p1-4	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	6	false	A	A	2
71	p1-1	(7, 3, 1)	p1	Dict("reprd"=>-0.0325788,"veg"=>100.167)	p1	a	71	false	A	A	2
71	p1-2	(33, 12, 1)	p1	Dict("reprd"=>-0.0323656,"veg"=>100.145)	p1	a	71	false	A	A	2
71	p1-3	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	7	false	A	A	2
71	p1-4	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	7	false	A	A	2
71	p1-5	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	1	false	A	A	2
71	p1-6	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	1	false	A	A	2
72	p1-1	(7, 3, 1)	p1	Dict("reprd"=>-0.0208065,"veg"=>100.167)	p1	a	72	false	A	A	2
72	p1-2	(33, 12, 1)	p1	Dict("reprd"=>-0.0204214,"veg"=>100.145)	p1	a	72	false	A	A	2
72	p1-3	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	8	false	A	A	2
72	p1-4	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	8	false	A	A	2
72	p1-5	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	2	false	A	A	2
72	p1-6	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	2	false	A	A	2
73	p1-1	(7, 3, 1)	p1	Dict("reprd"=>-0.00900626,"veg"=>100.167)	p1	a	73	false	A	A	2
73	p1-2	(33, 12, 1)	p1	Dict("reprd"=>-0.00843939,"veg"=>100.145)	p1	a	73	false	A	A	2
73	p1-3	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	9	false	A	A	2
73	p1-4	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	9	false	A	A	2
73	p1-5	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	3	false	A	A	2
73	p1-6	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	3	false	A	A	2
74	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0026238,"veg"=>100.167)	p1	a	74	false	A	A	2
74	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.00331979,"veg"=>100.145)	p1	a	74	false	A	A	2
74	p1-3	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	10	false	A	A	2
74	p1-4	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	10	false	A	A	2
74	p1-5	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	4	false	A	A	2
74	p1-6	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	4	false	A	A	2
75	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0145385,"veg"=>100.167)	p1	a	75	false	A	A	2
75	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.015272,"veg"=>100.145)	p1	a	75	false	A	A	2
75	p1-3	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	11	false	A	A	2
75	p1-4	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	11	false	A	A	2
75	p1-5	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	5	false	A	A	2
75	p1-6	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	5	false	A	A	2
76	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0266024,"veg"=>100.167)	p1	a	76	false	A	A	2
76	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0269156,"veg"=>100.145)	p1	a	76	false	A	A	2
76	p1-3	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	12	false	A	A	2
76	p1-4	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	12	false	A	A	2
76	p1-5	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	6	false	A	A	2
76	p1-6	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	6	false	A	A	2
77	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0266024,"veg"=>100.179)	p1	a	77	false	A	A	2
77	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0269156,"veg"=>100.157)	p1	a	77	false	A	A	2
78	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0266024,"veg"=>100.191)	p1	a	78	false	A	A	2
78	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0269156,"veg"=>100.169)	p1	a	78	false	A	A	2
79	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0266024,"veg"=>100.203)	p1	a	79	false	A	A	2
79	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0269156,"veg"=>100.18)	p1	a	79	false	A	A	2
80	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0266024,"veg"=>100.215)	p1	a	80	false	A	A	2
80	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0269156,"veg"=>100.192)	p1	a	80	false	A	A	2
81	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0266024,"veg"=>100.226)	p1	a	81	false	A	A	2
81	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0269156,"veg"=>100.204)	p1	a	81	false	A	A	2
82	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0266024,"veg"=>100.238)	p1	a	82	false	A	A	2
82	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0269156,"veg"=>100.216)	p1	a	82	false	A	A	2
83	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0266024,"veg"=>100.25)	p1	a	83	false	A	A	2
83	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0269156,"veg"=>100.228)	p1	a	83	false	A	A	2
84	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0266024,"veg"=>100.262)	p1	a	84	false	A	A	2
84	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0269156,"veg"=>100.24)	p1	a	84	false	A	A	2
85	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0266024,"veg"=>100.274)	p1	a	85	false	A	A	2
85	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0269156,"veg"=>100.252)	p1	a	85	false	A	A	2
86	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0266024,"veg"=>100.286)	p1	a	86	false	A	A	2
86	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0269156,"veg"=>100.264)	p1	a	86	false	A	A	2
87	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0266024,"veg"=>100.298)	p1	a	87	false	A	A	2
