week	id	location	sp	biomass	fgroup	stage	age	reped	chrm1	chrm2	radius
61	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0127431,"veg"=>100.143)	p1	a	0	false	A	A	2
61	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0129661,"veg"=>100.123)	p1	a	0	false	A	A	2
61	p1-4	(29, 12, 1)	p1	Dict("veg"=>0.0718537)	p1	j	0	false	A	A	0
61	p1-5	(10, 3, 1)	p1	Dict("veg"=>0.0718466)	p1	j	0	false	A	A	0
61	p1-6	(30, 12, 1)	p1	Dict("veg"=>0.0718455)	p1	j	0	false	A	A	0
62	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0127431,"veg"=>100.155)	p1	a	0	false	A	A	2
62	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0129661,"veg"=>100.135)	p1	a	0	false	A	A	2
62	p1-4	(29, 12, 1)	p1	Dict("veg"=>0.0719051)	p1	j	0	false	A	A	0
62	p1-5	(10, 3, 1)	p1	Dict("veg"=>0.0718996)	p1	j	0	false	A	A	0
62	p1-6	(30, 12, 1)	p1	Dict("veg"=>0.0718969)	p1	j	0	false	A	A	0
63	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0127431,"veg"=>100.167)	p1	a	0	false	A	A	2
63	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0129661,"veg"=>100.147)	p1	a	0	false	A	A	2
63	p1-4	(29, 12, 1)	p1	Dict("veg"=>0.0719567)	p1	a	0	false	A	A	0
63	p1-5	(10, 3, 1)	p1	Dict("veg"=>0.071952)	p1	a	0	false	A	A	0
63	p1-6	(30, 12, 1)	p1	Dict("veg"=>0.0719487)	p1	a	0	false	A	A	0
64	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0243696,"veg"=>100.167)	p1	a	0	false	A	A	2
64	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0248225,"veg"=>100.147)	p1	a	0	false	A	A	2
64	p1-4	(29, 12, 1)	p1	Dict("reprd"=>5.21565e-5,"veg"=>0.0719567)	p1	a	0	false	A	A	0
64	p1-5	(10, 3, 1)	p1	Dict("reprd"=>5.19388e-5,"veg"=>0.071952)	p1	a	0	false	A	A	0
64	p1-6	(30, 12, 1)	p1	Dict("reprd"=>5.21811e-5,"veg"=>0.0719487)	p1	a	0	false	A	A	0
65	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0361484,"veg"=>100.167)	p1	a	0	false	A	A	2
65	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0363842,"veg"=>100.147)	p1	a	0	false	A	A	2
65	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000103427,"veg"=>0.0719567)	p1	a	0	false	A	A	0
65	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000104204,"veg"=>0.071952)	p1	a	0	false	A	A	0
65	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000104895,"veg"=>0.0719487)	p1	a	0	false	A	A	0
66	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0478885,"veg"=>100.167)	p1	a	0	false	A	A	2
66	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0482808,"veg"=>100.147)	p1	a	0	false	A	A	2
66	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000156028,"veg"=>0.0719567)	p1	a	0	false	A	A	0
66	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.00015695,"veg"=>0.071952)	p1	a	0	false	A	A	0
66	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000157178,"veg"=>0.0719487)	p1	a	0	false	A	A	0
67	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0596453,"veg"=>100.167)	p1	a	0	false	A	A	2
67	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0598763,"veg"=>100.147)	p1	a	0	false	A	A	2
67	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.00020742,"veg"=>0.0719567)	p1	a	0	false	A	A	0
67	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000208572,"veg"=>0.071952)	p1	a	0	false	A	A	0
67	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000208826,"veg"=>0.0719487)	p1	a	0	false	A	A	0
68	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.00155068,"veg"=>100.167)	p1	a	0	false	A	A	2
68	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.00166058,"veg"=>100.147)	p1	a	0	false	A	A	2
68	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000259843,"veg"=>0.0719567)	p1	a	0	false	A	A	0
68	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000260623,"veg"=>0.071952)	p1	a	0	false	A	A	0
68	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000261658,"veg"=>0.0719487)	p1	a	0	false	A	A	0
68	p1-6	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	0	false	A	A	2
68	p1-7	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	0	false	A	A	2
69	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0132417,"veg"=>100.167)	p1	a	0	false	A	A	2
69	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0132986,"veg"=>100.147)	p1	a	0	false	A	A	2
69	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000311595,"veg"=>0.0719567)	p1	a	0	false	A	A	0
69	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000312347,"veg"=>0.071952)	p1	a	0	false	A	A	0
69	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000313318,"veg"=>0.0719487)	p1	a	0	false	A	A	0
69	p1-6	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	0	false	A	A	2
69	p1-7	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	0	false	A	A	2
70	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0251561,"veg"=>100.167)	p1	a	0	false	A	A	2
70	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0250678,"veg"=>100.147)	p1	a	0	false	A	A	2
70	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000363912,"veg"=>0.0719567)	p1	a	0	false	A	A	0
70	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000364319,"veg"=>0.071952)	p1	a	0	false	A	A	0
70	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000364352,"veg"=>0.0719487)	p1	a	0	false	A	A	0
70	p1-6	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	0	false	A	A	2
70	p1-7	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	0	false	A	A	2
71	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0368617,"veg"=>100.167)	p1	a	0	false	A	A	2
71	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0369396,"veg"=>100.147)	p1	a	0	false	A	A	2
71	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000416447,"veg"=>0.0719567)	p1	a	0	false	A	A	0
71	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000417127,"veg"=>0.071952)	p1	a	0	false	A	A	0
71	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.00041681,"veg"=>0.0719487)	p1	a	0	false	A	A	0
71	p1-6	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	0	false	A	A	2
71	p1-7	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	0	false	A	A	2
72	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0487228,"veg"=>100.167)	p1	a	0	false	A	A	2
72	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0487637,"veg"=>100.147)	p1	a	0	false	A	A	2
72	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000468023,"veg"=>0.0719567)	p1	a	0	false	A	A	0
72	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000469304,"veg"=>0.071952)	p1	a	0	false	A	A	0
72	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000467891,"veg"=>0.0719487)	p1	a	0	false	A	A	0
72	p1-6	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	0	false	A	A	2
72	p1-7	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	0	false	A	A	2
73	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0606273,"veg"=>100.167)	p1	a	0	false	A	A	2
73	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0605151,"veg"=>100.147)	p1	a	0	false	A	A	2
73	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000520764,"veg"=>0.0719567)	p1	a	0	false	A	A	0
73	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000520778,"veg"=>0.071952)	p1	a	0	false	A	A	0
73	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000520367,"veg"=>0.0719487)	p1	a	0	false	A	A	0
73	p1-6	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	0	false	A	A	2
73	p1-7	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	0	false	A	A	2
74	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.00243763,"veg"=>100.167)	p1	a	0	false	A	A	2
74	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.00244591,"veg"=>100.147)	p1	a	0	false	A	A	2
74	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000572791,"veg"=>0.0719567)	p1	a	0	false	A	A	0
74	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000572756,"veg"=>0.071952)	p1	a	0	false	A	A	0
74	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000572575,"veg"=>0.0719487)	p1	a	0	false	A	A	0
74	p1-6	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	0	false	A	A	2
74	p1-7	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	0	false	A	A	2
74	p1-8	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	0	false	A	A	2
74	p1-9	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	0	false	A	A	2
75	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0142944,"veg"=>100.167)	p1	a	0	false	A	A	2
75	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0139519,"veg"=>100.147)	p1	a	0	false	A	A	2
75	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.00062533,"veg"=>0.0719567)	p1	a	0	false	A	A	0
75	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000624439,"veg"=>0.071952)	p1	a	0	false	A	A	0
75	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000624573,"veg"=>0.0719487)	p1	a	0	false	A	A	0
75	p1-6	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	0	false	A	A	2
75	p1-7	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	0	false	A	A	2
75	p1-8	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	0	false	A	A	2
75	p1-9	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	0	false	A	A	2
76	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0259459,"veg"=>100.167)	p1	a	0	false	A	A	2
76	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0257052,"veg"=>100.147)	p1	a	0	false	A	A	2
76	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000678261,"veg"=>0.0719567)	p1	a	0	false	A	A	0
76	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000676741,"veg"=>0.071952)	p1	a	0	false	A	A	0
76	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000676825,"veg"=>0.0719487)	p1	a	0	false	A	A	0
76	p1-6	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	0	false	A	A	2
76	p1-7	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	0	false	A	A	2
76	p1-8	(7, 3, 1)	p1	Dict("veg"=>0.07)	p1	e	0	false	A	A	2
76	p1-9	(33, 12, 1)	p1	Dict("veg"=>0.07)	p1	e	0	false	A	A	2
77	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0259459,"veg"=>100.179)	p1	a	0	false	A	A	2
77	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0257052,"veg"=>100.159)	p1	a	0	false	A	A	2
77	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000678261,"veg"=>0.0720089)	p1	a	0	false	A	A	0
77	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000676741,"veg"=>0.0720032)	p1	a	0	false	A	A	0
77	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000676825,"veg"=>0.0720008)	p1	a	0	false	A	A	0
77	p1-8	(4, 3, 1)	p1	Dict("veg"=>0.07)	p1	j	0	false	A	A	2
77	p1-9	(33, 15, 1)	p1	Dict("veg"=>0.07)	p1	j	0	false	A	A	2
78	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0259459,"veg"=>100.191)	p1	a	0	false	A	A	2
78	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0257052,"veg"=>100.17)	p1	a	0	false	A	A	2
78	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000678261,"veg"=>0.0720614)	p1	a	0	false	A	A	0
78	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000676741,"veg"=>0.0720562)	p1	a	0	false	A	A	0
78	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000676825,"veg"=>0.0720523)	p1	a	0	false	A	A	0
78	p1-8	(4, 3, 1)	p1	Dict("veg"=>0.0700504)	p1	j	0	false	A	A	0
78	p1-9	(33, 15, 1)	p1	Dict("veg"=>0.0700498)	p1	j	0	false	A	A	0
79	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0259459,"veg"=>100.203)	p1	a	0	false	A	A	2
79	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0257052,"veg"=>100.182)	p1	a	0	false	A	A	2
79	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000678261,"veg"=>0.0721134)	p1	a	0	false	A	A	0
79	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000676741,"veg"=>0.0721089)	p1	a	0	false	A	A	0
79	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000676825,"veg"=>0.0721047)	p1	a	0	false	A	A	0
79	p1-8	(4, 3, 1)	p1	Dict("veg"=>0.070101)	p1	j	0	false	A	A	0
79	p1-9	(33, 15, 1)	p1	Dict("veg"=>0.0701017)	p1	j	0	false	A	A	0
80	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0259459,"veg"=>100.215)	p1	a	0	false	A	A	2
80	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0257052,"veg"=>100.194)	p1	a	0	false	A	A	2
80	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000678261,"veg"=>0.0721662)	p1	a	0	false	A	A	0
80	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000676741,"veg"=>0.072162)	p1	a	0	false	A	A	0
80	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000676825,"veg"=>0.0721566)	p1	a	0	false	A	A	0
80	p1-8	(4, 3, 1)	p1	Dict("veg"=>0.0701511)	p1	j	0	false	A	A	0
80	p1-9	(33, 15, 1)	p1	Dict("veg"=>0.070152)	p1	j	0	false	A	A	0
81	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0259459,"veg"=>100.226)	p1	a	0	false	A	A	2
81	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0257052,"veg"=>100.206)	p1	a	0	false	A	A	2
81	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000678261,"veg"=>0.0722192)	p1	a	0	false	A	A	0
81	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000676741,"veg"=>0.0722139)	p1	a	0	false	A	A	0
81	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000676825,"veg"=>0.0722082)	p1	a	0	false	A	A	0
81	p1-8	(4, 3, 1)	p1	Dict("veg"=>0.0702019)	p1	j	0	false	A	A	0
81	p1-9	(33, 15, 1)	p1	Dict("veg"=>0.0702025)	p1	j	0	false	A	A	0
82	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0259459,"veg"=>100.238)	p1	a	0	false	A	A	2
82	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0257052,"veg"=>100.218)	p1	a	0	false	A	A	2
82	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000678261,"veg"=>0.0722705)	p1	a	0	false	A	A	0
82	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000676741,"veg"=>0.0722661)	p1	a	0	false	A	A	0
82	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000676825,"veg"=>0.0722608)	p1	a	0	false	A	A	0
82	p1-8	(4, 3, 1)	p1	Dict("veg"=>0.0702535)	p1	j	0	false	A	A	0
82	p1-9	(33, 15, 1)	p1	Dict("veg"=>0.0702528)	p1	j	0	false	A	A	0
83	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0259459,"veg"=>100.25)	p1	a	0	false	A	A	2
83	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0257052,"veg"=>100.229)	p1	a	0	false	A	A	2
83	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000678261,"veg"=>0.0723223)	p1	a	0	false	A	A	0
83	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000676741,"veg"=>0.0723178)	p1	a	0	false	A	A	0
83	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000676825,"veg"=>0.0723136)	p1	a	0	false	A	A	0
83	p1-8	(4, 3, 1)	p1	Dict("veg"=>0.0703042)	p1	j	0	false	A	A	0
83	p1-9	(33, 15, 1)	p1	Dict("veg"=>0.0703052)	p1	j	0	false	A	A	0
84	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0259459,"veg"=>100.262)	p1	a	0	false	A	A	2
84	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0257052,"veg"=>100.241)	p1	a	0	false	A	A	2
84	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000678261,"veg"=>0.0723743)	p1	a	0	false	A	A	0
84	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000676741,"veg"=>0.07237)	p1	a	0	false	A	A	0
84	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000676825,"veg"=>0.0723662)	p1	a	0	false	A	A	0
84	p1-8	(4, 3, 1)	p1	Dict("veg"=>0.0703558)	p1	j	0	false	A	A	0
84	p1-9	(33, 15, 1)	p1	Dict("veg"=>0.0703564)	p1	j	0	false	A	A	0
85	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0259459,"veg"=>100.274)	p1	a	0	false	A	A	2
85	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0257052,"veg"=>100.253)	p1	a	0	false	A	A	2
85	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000678261,"veg"=>0.0724261)	p1	a	0	false	A	A	0
85	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000676741,"veg"=>0.0724227)	p1	a	0	false	A	A	0
85	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000676825,"veg"=>0.0724189)	p1	a	0	false	A	A	0
85	p1-8	(4, 3, 1)	p1	Dict("veg"=>0.0704074)	p1	j	0	false	A	A	0
85	p1-9	(33, 15, 1)	p1	Dict("veg"=>0.0704069)	p1	j	0	false	A	A	0
86	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0259459,"veg"=>100.286)	p1	a	0	false	A	A	2
86	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0257052,"veg"=>100.265)	p1	a	0	false	A	A	2
86	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000678261,"veg"=>0.0724787)	p1	a	0	false	A	A	0
86	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000676741,"veg"=>0.0724757)	p1	a	0	false	A	A	0
86	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000676825,"veg"=>0.0724713)	p1	a	0	false	A	A	0
86	p1-8	(4, 3, 1)	p1	Dict("veg"=>0.0704588)	p1	j	0	false	A	A	0
86	p1-9	(33, 15, 1)	p1	Dict("veg"=>0.0704576)	p1	j	0	false	A	A	0
87	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0259459,"veg"=>100.298)	p1	a	0	false	A	A	2
87	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0257052,"veg"=>100.276)	p1	a	0	false	A	A	2
87	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000678261,"veg"=>0.0725317)	p1	a	0	false	A	A	0
87	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000676741,"veg"=>0.0725283)	p1	a	0	false	A	A	0
87	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000676825,"veg"=>0.0725233)	p1	a	0	false	A	A	0
87	p1-8	(4, 3, 1)	p1	Dict("veg"=>0.0705099)	p1	j	0	false	A	A	0
87	p1-9	(33, 15, 1)	p1	Dict("veg"=>0.0705092)	p1	j	0	false	A	A	0
88	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0259459,"veg"=>100.309)	p1	a	0	false	A	A	2
88	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0257052,"veg"=>100.288)	p1	a	0	false	A	A	2
88	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000678261,"veg"=>0.0725835)	p1	a	0	false	A	A	0
88	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000676741,"veg"=>0.0725808)	p1	a	0	false	A	A	0
88	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000676825,"veg"=>0.0725757)	p1	a	0	false	A	A	0
88	p1-8	(4, 3, 1)	p1	Dict("veg"=>0.070561)	p1	j	0	false	A	A	0
88	p1-9	(33, 15, 1)	p1	Dict("veg"=>0.0705597)	p1	j	0	false	A	A	0
89	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0259459,"veg"=>100.321)	p1	a	0	false	A	A	2
89	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0257052,"veg"=>100.3)	p1	a	0	false	A	A	2
89	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000678261,"veg"=>0.072635)	p1	a	0	false	A	A	0
89	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000676741,"veg"=>0.0726341)	p1	a	0	false	A	A	0
89	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000676825,"veg"=>0.0726281)	p1	a	0	false	A	A	0
89	p1-8	(4, 3, 1)	p1	Dict("veg"=>0.0706124)	p1	j	0	false	A	A	0
89	p1-9	(33, 15, 1)	p1	Dict("veg"=>0.0706107)	p1	j	0	false	A	A	0
90	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0259459,"veg"=>100.333)	p1	a	0	false	A	A	2
90	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0257052,"veg"=>100.312)	p1	a	0	false	A	A	2
90	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000678261,"veg"=>0.0726883)	p1	a	0	false	A	A	0
90	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000676741,"veg"=>0.0726873)	p1	a	0	false	A	A	0
90	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000676825,"veg"=>0.0726808)	p1	a	0	false	A	A	0
90	p1-8	(4, 3, 1)	p1	Dict("veg"=>0.0706646)	p1	j	0	false	A	A	0
90	p1-9	(33, 15, 1)	p1	Dict("veg"=>0.0706616)	p1	j	0	false	A	A	0
91	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0259459,"veg"=>100.345)	p1	a	0	false	A	A	2
91	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0257052,"veg"=>100.324)	p1	a	0	false	A	A	2
91	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000678261,"veg"=>0.0727422)	p1	a	0	false	A	A	0
91	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000676741,"veg"=>0.0727396)	p1	a	0	false	A	A	0
91	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000676825,"veg"=>0.0727334)	p1	a	0	false	A	A	0
91	p1-8	(4, 3, 1)	p1	Dict("veg"=>0.0707159)	p1	j	0	false	A	A	0
91	p1-9	(33, 15, 1)	p1	Dict("veg"=>0.0707124)	p1	j	0	false	A	A	0
92	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0259459,"veg"=>100.356)	p1	a	0	false	A	A	2
92	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0257052,"veg"=>100.336)	p1	a	0	false	A	A	2
92	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000678261,"veg"=>0.0727954)	p1	a	0	false	A	A	0
92	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000676741,"veg"=>0.0727914)	p1	a	0	false	A	A	0
92	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000676825,"veg"=>0.0727863)	p1	a	0	false	A	A	0
92	p1-8	(4, 3, 1)	p1	Dict("veg"=>0.0707669)	p1	j	0	false	A	A	0
92	p1-9	(33, 15, 1)	p1	Dict("veg"=>0.0707622)	p1	j	0	false	A	A	0
93	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0259459,"veg"=>100.368)	p1	a	0	false	A	A	2
93	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0257052,"veg"=>100.347)	p1	a	0	false	A	A	2
93	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000678261,"veg"=>0.0728484)	p1	a	0	false	A	A	0
93	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000676741,"veg"=>0.0728447)	p1	a	0	false	A	A	0
93	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000676825,"veg"=>0.0728397)	p1	a	0	false	A	A	0
93	p1-8	(4, 3, 1)	p1	Dict("veg"=>0.0708189)	p1	j	0	false	A	A	0
93	p1-9	(33, 15, 1)	p1	Dict("veg"=>0.0708133)	p1	j	0	false	A	A	0
94	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0259459,"veg"=>100.38)	p1	a	0	false	A	A	2
94	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0257052,"veg"=>100.359)	p1	a	0	false	A	A	2
94	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000678261,"veg"=>0.0729005)	p1	a	0	false	A	A	0
94	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000676741,"veg"=>0.0728978)	p1	a	0	false	A	A	0
94	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000676825,"veg"=>0.0728927)	p1	a	0	false	A	A	0
94	p1-8	(4, 3, 1)	p1	Dict("veg"=>0.0708702)	p1	j	0	false	A	A	0
94	p1-9	(33, 15, 1)	p1	Dict("veg"=>0.0708649)	p1	j	0	false	A	A	0
95	p1-1	(7, 3, 1)	p1	Dict("reprd"=>0.0259459,"veg"=>100.392)	p1	a	0	false	A	A	2
95	p1-2	(33, 12, 1)	p1	Dict("reprd"=>0.0257052,"veg"=>100.371)	p1	a	0	false	A	A	2
95	p1-4	(29, 12, 1)	p1	Dict("reprd"=>0.000678261,"veg"=>0.0729538)	p1	a	0	false	A	A	0
95	p1-5	(10, 3, 1)	p1	Dict("reprd"=>0.000676741,"veg"=>0.0729507)	p1	a	0	false	A	A	0
95	p1-6	(30, 12, 1)	p1	Dict("reprd"=>0.000676825,"veg"=>0.0729458)	p1	a	0	false	A	A	0
